rk,team,str,ofs,dfs,sos
1,New Zealand,4.92,2.59,-2.32,4.23
2,South Africa,4.68,2.37,-2.31,4.29
3,England,4.67,2.31,-2.36,4.23
4,Ireland,4.51,2.21,-2.30,4.13
5,Wales,4.38,2.14,-2.24,4.22
6,France,4.33,2.16,-2.17,4.21
7,Australia,4.28,2.19,-2.09,4.41
8,Scotland,4.19,2.10,-2.09,4.05
9,Argentina,4.12,2.16,-1.95,4.17
10,Fiji,3.73,1.93,-1.79,3.47
11,Japan,3.62,1.95,-1.67,3.00
12,Italy,3.45,1.84,-1.61,4.15
13,Georgia,3.42,1.58,-1.84,3.01
14,Samoa,3.27,1.66,-1.60,3.63
15,Tonga,3.23,1.60,-1.63,3.57
16,USA,3.23,1.77,-1.46,3.10
17,Romania,2.86,1.36,-1.50,2.72
18,Spain,2.80,1.30,-1.51,2.54
19,Uruguay,2.69,1.52,-1.17,2.68
20,Canada,2.67,1.46,-1.21,3.14
21,Russia,2.58,1.32,-1.26,2.63
22,Namibia,2.51,1.48,-1.02,2.17
23,Portugal,2.41,1.24,-1.17,2.21
24,Hong Kong,2.33,1.13,-1.20,1.71
25,Brazil,2.12,1.04,-1.08,2.06
26,Belgium,1.90,1.05,-0.84,2.14
27,Netherlands,1.84,0.97,-0.87,1.04
28,Chile,1.82,0.84,-0.98,2.31
29,Germany,1.72,1.07,-0.65,2.16
30,West Germany,1.72,1.07,-0.65,2.16
31,Germany,1.72,1.07,-0.65,2.16
32,Kenya,1.70,1.03,-0.68,1.66
33,Zimbabwe,1.49,0.89,-0.60,1.70
34,Switzerland,1.42,0.76,-0.66,0.93
35,Korea,1.42,0.87,-0.55,2.09
36,Uganda,1.36,0.80,-0.56,1.36
37,Poland,1.29,0.58,-0.70,1.21
38,Algeria,1.21,0.56,-0.65,0.85
39,Czech Republic,1.20,0.66,-0.54,0.85
40,Czechia,1.20,0.66,-0.54,0.85
41,Madagascar,1.10,0.86,-0.23,0.86
42,Senegal,1.05,0.54,-0.50,0.90
43,Morocco,1.01,0.42,-0.59,0.71
44,Colombia,0.89,0.50,-0.39,-0.19
45,Tunisia,0.82,0.55,-0.27,1.34
46,Lithuania,0.80,0.48,-0.32,0.61
47,Papua New Guinea,0.79,0.34,-0.45,0.49
48,Zambia,0.72,0.42,-0.30,0.39
49,Ukraine,0.70,0.39,-0.31,1.20
50,Cote D'Ivoire,0.65,0.12,-0.53,0.55
51,Malaysia,0.63,0.47,-0.17,0.41
52,United Arab Emirates,0.63,0.60,-0.03,0.76
53,United Arab Emirates,0.63,0.60,-0.03,0.76
54,Sri Lanka,0.55,0.37,-0.19,0.43
55,Philippines,0.49,0.30,-0.19,0.87
56,Sweden,0.49,0.34,-0.15,0.79
57,Solomon Islands,0.47,0.04,-0.43,0.00
58,Niue Island,0.46,0.25,-0.21,-0.23
59,Paraguay,0.37,0.46,0.09,1.24
60,Malta,0.37,0.21,-0.16,0.27
61,Hungary,0.25,0.12,-0.13,-0.20
62,Luxembourg,0.24,-0.12,-0.36,-0.36
63,Moldova,0.23,0.06,-0.17,1.14
64,Mexico,0.16,0.35,0.20,-0.49
65,Latvia,0.10,-0.01,-0.11,-0.02
66,Croatia,0.06,0.01,-0.05,0.27
67,Singapore,0.04,0.06,0.02,-0.22
68,Denmark,0.00,-0.08,-0.07,-0.71
69,Venezuela,-0.06,0.01,0.07,-0.25
70,Botswana,-0.09,0.13,0.22,0.02
71,Tahiti,-0.10,0.11,0.20,0.19
72,Ghana,-0.19,-0.10,0.10,-0.90
73,Israel,-0.21,0.00,0.22,0.02
74,Nigeria,-0.26,-0.24,0.02,-0.23
75,Lebanon,-0.34,-0.15,0.19,-1.17
76,Bulgaria,-0.40,0.02,0.42,-0.82
77,Cyprus,-0.43,-0.25,0.19,-0.29
78,Slovenia,-0.49,-0.19,0.30,-0.48
79,Iran,-0.63,-0.35,0.28,-0.77
80,Cook Islands,-0.70,-1.17,-0.47,1.35
81,Pakistan,-0.75,0.06,0.81,-1.99
82,Qatar,-0.76,-0.55,0.21,-0.93
83,Serbia,-0.78,-0.21,0.57,-0.57
84,Peru,-0.78,-0.27,0.51,-0.16
85,Finland,-0.87,-0.38,0.49,-0.69
86,Uzbekistan,-0.87,-0.47,0.40,-1.21
87,Kazakhstan,-0.88,-0.39,0.49,0.06
88,St Lucia,-0.88,-0.88,0.00,-2.42
89,Chinese Taipei,-0.88,-0.33,0.55,-0.39
90,Cayman Islands,-0.92,-0.34,0.58,-0.68
91,Thailand,-0.94,-0.42,0.52,-0.48
92,Austria,-0.96,-0.46,0.50,-0.50
93,Turkey,-0.96,-0.45,0.51,-1.13
94,Andorra,-0.97,-0.37,0.60,-0.24
95,Bermuda,-1.03,-0.42,0.62,-0.97
96,Democratic Republic of Congo,-1.04,-1.12,-0.08,-1.66
97,Guam,-1.11,-0.59,0.51,-1.95
98,Martinique,-1.12,-0.76,0.36,-2.65
99,Bosnia & Herzegovina,-1.18,-0.62,0.56,-0.57
100,Trinidad & Tobago,-1.21,-0.67,0.54,-1.58
101,Mauritius,-1.23,-0.60,0.63,-0.18
102,Montenegro,-1.27,-0.63,0.63,-1.45
103,Norway,-1.30,-0.71,0.59,-0.63
104,St Vincent and Grenadines,-1.37,0.00,1.37,-2.12
105,Guatemala,-1.44,-0.91,0.53,-2.41
106,Guyana,-1.50,-0.75,0.76,-1.15
107,Guadeloupe,-1.53,-1.12,0.42,-2.05
108,Jamaica,-1.56,-0.68,0.88,-1.29
109,Costa Rica,-1.62,-0.93,0.70,-2.39
110,Slovakia,-1.63,-0.71,0.92,-0.96
111,China,-1.64,-0.49,1.15,-2.03
112,Rwanda,-1.66,-0.78,0.89,-0.83
113,Bahamas,-1.68,-1.14,0.55,-1.19
114,Ecuador,-1.86,-0.83,1.04,-0.13
115,Niger,-1.95,-0.61,1.33,-0.60
116,Nauru,-1.97,-0.88,1.09,0.57
117,Turks and Caicos Islands,-1.99,-0.76,1.23,-1.85
118,Barbados,-2.03,-0.68,1.36,-1.73
119,Benin,-2.04,-1.26,0.78,-1.07
120,Belarus,-2.06,-0.87,1.19,-1.71
121,Lesotho,-2.07,-1.04,1.03,-2.90
122,Togo,-2.21,-2.73,-0.52,-1.07
123,Estonia,-2.24,-0.88,1.36,-0.86
124,India,-2.34,-1.26,1.07,-0.99
125,Dominican Republic,-2.40,-1.08,1.32,-2.43
126,Jordan,-2.45,-1.15,1.30,-0.86
127,Burundi,-2.63,-2.45,0.18,-1.87
128,Mongolia,-2.76,-1.52,1.24,-1.84
129,Brunei,-2.80,-1.26,1.54,-2.13
130,Laos,-3.02,-1.61,1.41,-2.01
131,Curacao,-3.26,-1.91,1.36,-1.95
132,British Virgin Islands,-3.27,-2.03,1.24,-1.96
133,Panama,-3.35,-1.38,1.96,-2.40
134,Saudi Arabia,-3.35,-1.61,1.74,-2.45
135,El Salvador,-3.64,-1.62,2.02,-2.51
136,Indonesia,-3.80,-1.80,1.99,-1.73
137,Honduras,-3.91,-1.87,2.04,-3.49
138,Swaziland,-3.95,-2.01,1.94,-1.63
139,Malawi,-4.68,-2.56,2.12,-3.01
140,Kyrgyzstan,-5.14,-3.73,1.40,-0.75
