rk,team,str,ofs,dfs,sos
1,New Zealand,2.94,1.57,-1.37,2.35
2,South Africa,2.71,1.33,-1.38,2.37
3,England,2.59,1.29,-1.30,2.30
4,Ireland,2.53,1.21,-1.31,2.19
5,Wales,2.41,1.16,-1.25,2.27
6,Australia,2.38,1.25,-1.13,2.47
7,France,2.23,1.07,-1.16,2.30
8,Argentina,2.01,1.12,-0.89,1.94
9,Japan,2.00,1.13,-0.87,1.18
10,Fiji,2.00,1.10,-0.90,1.88
11,Samoa,1.97,1.00,-0.98,1.94
12,Scotland,1.89,0.91,-0.98,2.23
13,Tonga,1.81,0.94,-0.87,1.86
14,Georgia,1.69,0.78,-0.91,1.22
15,Canada,1.66,0.81,-0.85,1.65
16,Italy,1.64,0.84,-0.80,2.26
17,Romania,1.54,0.62,-0.92,1.13
18,United States,1.43,0.76,-0.67,1.69
19,Trinidad & Tobago,1.16,0.37,-0.79,0.30
20,Spain,1.11,0.53,-0.59,1.13
21,Uruguay,1.04,0.51,-0.53,0.95
22,Russian Federation,0.98,0.63,-0.35,1.22
23,Belgium,0.94,0.47,-0.47,0.58
24,Namibia,0.92,0.69,-0.23,0.97
25,Guyana,0.84,0.54,-0.30,0.33
26,Hong Kong,0.78,0.47,-0.31,0.40
27,Zimbabwe,0.76,0.44,-0.33,0.48
28,Morocco,0.76,0.43,-0.33,0.10
29,Kenya,0.72,0.44,-0.28,0.54
30,Portugal,0.71,0.33,-0.37,1.17
31,Korea,0.67,0.58,-0.09,0.59
32,Cyprus,0.66,0.41,-0.25,-0.62
33,Germany,0.64,0.45,-0.20,0.69
34,Netherlands,0.57,0.27,-0.30,0.27
35,Uganda,0.56,0.27,-0.29,0.48
36,Senegal,0.55,0.27,-0.29,0.31
37,El Salvador,0.49,0.16,-0.33,-0.14
38,"Moldova, Republic of",0.46,0.36,-0.11,0.36
39,Burkina Faso,0.45,-0.21,-0.65,-0.85
40,Poland,0.36,0.14,-0.22,0.32
41,Chile,0.34,0.22,-0.12,0.89
42,Qatar,0.31,0.28,-0.03,-0.52
43,Lithuania,0.29,0.28,-0.01,-0.21
44,Cote D'Ivoire,0.29,0.17,-0.12,0.23
45,Mali,0.29,-0.03,-0.32,-0.89
46,Switzerland,0.28,0.19,-0.09,-0.48
47,Tunisia,0.28,0.05,-0.23,0.61
48,Ukraine,0.25,0.18,-0.07,0.64
49,Madagascar,0.20,0.42,0.22,0.32
50,Barbados,0.16,0.02,-0.14,0.19
51,Paraguay,0.16,0.13,-0.03,0.01
52,Cook Islands,0.14,0.16,0.02,-0.05
53,Costa Rica,0.11,0.00,-0.12,-0.67
54,Guatemala,0.10,0.13,0.03,-0.01
55,Croatia,0.07,0.13,0.05,0.01
56,Malaysia,0.06,0.14,0.08,-0.61
57,Israel,0.04,0.04,0.00,-0.39
58,Malta,0.04,0.00,-0.04,0.07
59,Sri Lanka,0.00,0.00,0.00,-0.16
60,Brazil,-0.01,0.11,0.11,0.44
61,Cayman Islands,-0.09,-0.27,-0.18,-0.51
62,Colombia,-0.09,0.05,0.14,-0.85
63,Luxembourg,-0.11,-0.29,-0.18,-0.57
64,Lebanon,-0.13,0.03,0.16,-0.82
65,Czech Republic,-0.13,-0.11,0.02,0.52
66,Mongolia,-0.15,-0.13,0.02,-1.71
67,Hungary,-0.15,-0.12,0.04,-0.38
68,Turkey,-0.16,-0.12,0.04,-1.17
69,Sweden,-0.18,0.02,0.20,0.13
70,Mexico,-0.20,0.26,0.46,-0.47
71,Bosnia and Herzegovina,-0.25,-0.02,0.23,-0.71
72,Botswana,-0.26,-0.03,0.23,-0.32
73,Philippines,-0.27,0.07,0.34,0.08
74,Nigeria,-0.29,-0.12,0.17,-0.52
75,Guam,-0.30,-0.17,0.13,-0.78
76,Algeria,-0.30,-0.11,0.19,0.28
77,"Iran, Islamic Republic of",-0.33,-0.12,0.21,-0.63
78,Latvia,-0.41,-0.23,0.19,-0.03
79,Papua New Guinea,-0.42,0.05,0.46,0.31
80,Singapore,-0.44,-0.11,0.33,-0.09
81,Andorra,-0.45,-0.44,0.01,-0.48
82,Estonia,-0.46,-0.08,0.38,-1.31
83,Niger,-0.50,-0.16,0.33,-0.53
84,Austria,-0.50,-0.36,0.14,-0.37
85,Norway,-0.53,-0.37,0.15,-0.43
86,Curacao,-0.54,-0.16,0.37,-0.94
87,Kazakhstan,-0.57,-0.10,0.47,0.50
88,Slovenia,-0.61,-0.39,0.22,-0.45
89,Bermuda,-0.61,-0.39,0.22,-0.16
90,Thailand,-0.63,-0.14,0.49,-0.37
91,Panama,-0.64,-0.43,0.21,0.23
92,Solomon Islands,-0.66,-0.27,0.38,-0.37
93,Denmark,-0.66,-0.39,0.27,-0.43
94,India,-0.70,-0.26,0.43,-0.73
95,Serbia,-0.74,-0.24,0.49,-0.66
96,Laos People's Democratic Republic,-0.76,-0.27,0.49,-1.53
