rk,team,str,ofs,dfs,sos
1,New Zealand,5.13,2.70,-2.44,4.53
2,Ireland,4.84,2.40,-2.44,4.34
3,England,4.77,2.41,-2.36,4.50
4,Australia,4.77,2.47,-2.30,4.60
5,South Africa,4.73,2.42,-2.32,4.54
6,Wales,4.57,2.29,-2.28,4.39
7,France,4.45,2.17,-2.28,4.45
8,Argentina,4.21,2.23,-1.98,4.13
9,Scotland,4.08,2.04,-2.04,4.34
10,Fiji,4.07,2.24,-1.84,3.74
11,Samoa,3.95,2.03,-1.93,3.99
12,Tonga,3.93,2.07,-1.86,3.79
13,Japan,3.89,1.99,-1.89,2.91
14,Georgia,3.64,1.70,-1.94,3.04
15,Italy,3.59,1.80,-1.79,4.37
16,USA,3.42,1.80,-1.62,3.66
17,Romania,3.38,1.53,-1.85,2.90
18,Canada,3.31,1.70,-1.62,3.66
19,Namibia,2.86,1.68,-1.18,2.17
20,Spain,2.74,1.42,-1.32,2.78
21,Uruguay,2.73,1.37,-1.36,2.71
22,Russia,2.54,1.42,-1.12,2.81
23,Kenya,2.44,1.31,-1.14,2.01
24,Portugal,2.28,1.11,-1.17,2.77
25,Zimbabwe,2.21,1.25,-0.96,2.08
26,Korea,2.17,1.40,-0.76,1.98
27,Hong Kong,2.09,1.11,-0.98,1.92
28,Chile,1.99,1.10,-0.89,2.34
29,Belgium,1.97,0.89,-1.08,2.00
30,Germany,1.85,1.10,-0.76,1.78
31,Tunisia,1.70,0.76,-0.94,1.74
32,Moldova,1.62,1.01,-0.61,1.32
33,Uganda,1.57,0.76,-0.81,1.69
34,Ukraine,1.51,0.82,-0.68,1.67
35,Morocco,1.41,0.82,-0.60,0.47
36,Cook Islands,1.40,0.81,-0.60,1.28
37,Netherlands,1.39,0.71,-0.68,1.03
38,Senegal,1.35,0.71,-0.64,1.35
39,Poland,1.28,0.67,-0.61,1.26
40,Paraguay,1.25,0.66,-0.59,0.90
41,Cote D'Ivoire,1.07,0.61,-0.46,0.82
42,Brazil,1.00,0.50,-0.50,1.98
43,Madagascar,0.99,0.78,-0.21,1.61
44,Algeria,0.94,0.60,-0.34,1.70
45,Czech Republic,0.87,0.41,-0.46,1.15
46,Sri Lanka,0.85,0.45,-0.40,0.74
47,Papua New Guinea,0.74,0.73,-0.02,0.39
48,Lithuania,0.73,0.54,-0.19,0.45
49,Switzerland,0.72,0.43,-0.29,0.23
50,Colombia,0.62,0.42,-0.20,-0.41
51,Botswana,0.60,0.37,-0.23,-0.05
52,Malta,0.52,0.28,-0.23,0.70
53,El Salvador,0.51,0.24,-0.27,-0.17
54,Tahiti,0.50,0.26,-0.25,0.47
55,Sweden,0.46,0.14,-0.32,1.35
56,Croatia,0.45,0.35,-0.10,0.62
57,Philippines,0.42,0.35,-0.08,1.41
58,Kazakhstan,0.31,0.33,0.02,0.78
59,American Samoa,0.30,0.12,-0.18,0.35
60,Cyprus,0.25,0.32,0.08,-0.65
61,Israel,0.22,0.16,-0.05,-0.06
62,Costa Rica,0.14,0.03,-0.12,-0.05
63,Guatemala,0.12,0.24,0.12,-0.05
64,Singapore,0.11,0.21,0.10,-0.07
65,Malaysia,0.06,0.11,0.05,-0.73
66,Mauritius,0.01,0.23,0.22,0.05
67,Luxembourg,0.00,-0.27,-0.27,-0.73
68,United Arab Emirates,-0.07,-0.04,0.03,1.48
69,United Arab Emirates,-0.07,-0.04,0.03,1.48
70,Hungary,-0.10,-0.11,-0.01,-0.47
71,Latvia,-0.13,-0.06,0.07,-0.07
72,Trinidad & Tobago,-0.16,-0.26,-0.10,-0.99
73,Qatar,-0.16,-0.04,0.13,-1.18
74,Andorra,-0.18,-0.24,-0.07,-0.50
75,Solomon Islands,-0.19,0.02,0.21,0.70
76,Nigeria,-0.29,-0.10,0.19,-0.29
77,Bosnia & Herzegovina,-0.33,-0.05,0.27,-0.83
78,Venezuela,-0.39,-0.06,0.33,-0.07
79,Burkina Faso,-0.40,-0.92,-0.52,-2.51
80,Mexico,-0.49,0.09,0.58,-1.12
81,Zambia,-0.55,-0.12,0.43,0.19
82,Guyana,-0.55,-0.28,0.28,-0.98
83,Mali,-0.59,-0.55,0.03,-2.51
84,Chinese Taipei,-0.62,-0.20,0.42,0.12
85,Norway,-0.67,-0.47,0.20,-0.67
86,Slovenia,-0.69,-0.39,0.30,-0.70
87,Denmark,-0.71,-0.47,0.23,-0.41
88,Austria,-0.71,-0.44,0.27,-0.57
89,Niger,-0.74,-0.32,0.42,-1.11
90,Panama,-0.79,-0.60,0.20,0.26
91,Thailand,-0.81,-0.22,0.60,-0.27
92,Peru,-0.86,-0.44,0.42,0.09
93,Finland,-0.87,-0.42,0.45,-0.59
94,Lebanon,-0.92,-0.38,0.54,-2.11
95,Iran,-1.00,-0.38,0.63,-1.17
96,Serbia,-1.02,-0.40,0.62,-0.59
97,Greece,-1.18,-0.49,0.69,-0.35
98,Cayman Islands,-1.25,-0.77,0.48,-1.71
99,Turkey,-1.40,-0.79,0.61,-2.58
100,India,-1.41,-0.59,0.82,-1.53
101,Barbados,-1.55,-0.98,0.57,-1.73
102,Uzbekistan,-1.60,-0.73,0.87,-1.58
103,Bulgaria,-1.66,-0.60,1.06,-0.47
104,Togo,-1.71,-0.54,1.17,-0.58
105,Guam,-1.80,-0.90,0.89,-2.10
106,Ghana,-1.96,-1.26,0.70,-0.58
107,Bermuda,-2.01,-1.31,0.70,-1.32
108,China,-2.02,-0.74,1.28,-1.62
109,Jamaica,-2.11,-1.27,0.84,-2.00
110,Bahamas,-2.30,-1.21,1.08,-2.07
111,Ecuador,-2.39,-1.18,1.21,-0.21
112,Pakistan,-2.73,-1.63,1.11,-1.72
113,Indonesia,-2.76,-1.60,1.16,-2.14
114,Laos,-2.92,-1.30,1.61,-3.17
115,Swaziland,-3.20,-1.92,1.28,-1.31
