Match Number,Round Number,Date,Location,Home Team,Away Team,Result
25,4,26/03/2026 09:00,4 Pines Park,Sea Eagles,Roosters,16 - 33
26,4,27/03/2026 07:00,Go Media Stadium,Warriors,Wests Tigers,14 - 32
27,4,27/03/2026 09:00,Suncorp Stadium,Broncos,Dolphins,26 - 12
28,4,28/03/2026 04:00,Accor Stadium,Bulldogs,Knights,16 - 24
29,4,28/03/2026 06:30,CommBank Stadium,Panthers,Eels,48 - 20
30,4,28/03/2026 08:35,Queensland Country Bank Stadium,Cowboys,Storm,28 - 24
31,4,29/03/2026 05:05,GIO Stadium,Raiders,Sharks,22 - 34
32,4,29/03/2026 07:15,Cbus Super Stadium,Titans,Dragons,22 - 14
33,5,02/04/2026 09:00,Kayo Stadium,Dolphins,Sea Eagles,18 - 52
34,5,03/04/2026 05:05,Accor Stadium,Rabbitohs,Bulldogs,32 - 24
35,5,03/04/2026 09:00,CommBank Stadium,Panthers,Storm,50 - 10
36,5,04/04/2026 06:30,St George Venues Jubilee Stadium,Dragons,Cowboys,0 - 32
37,5,04/04/2026 08:35,Cbus Super Stadium,Titans,Broncos,12 - 26
38,5,05/04/2026 04:00,Ocean Protect Stadium,Sharks,Warriors,36 - 22
39,5,05/04/2026 06:05,McDonald Jones Stadium,Knights,Raiders,32 - 12
40,5,06/04/2026 06:05,CommBank Stadium,Eels,Wests Tigers,20 - 22
41,6,09/04/2026 09:50,Accor Stadium,Bulldogs,Panthers,32 - 16
42,6,10/04/2026 08:00,WIN Stadium,Dragons,Sea Eagles,18 - 28
43,6,10/04/2026 10:00,Suncorp Stadium,Broncos,Cowboys,31 - 35
44,6,11/04/2026 05:00,Optus Stadium,Rabbitohs,Raiders,34 - 36
45,6,11/04/2026 07:30,Optus Stadium,Sharks,Roosters,22 - 34
46,6,11/04/2026 09:35,AAMI Park,Storm,Warriors,14 - 38
47,6,12/04/2026 04:00,CommBank Stadium,Eels,Titans,10 - 52
48,6,12/04/2026 06:05,Campbelltown Sports Stadium,Wests Tigers,Knights,42 - 22
49,7,16/04/2026 09:50,Queensland Country Bank Stadium,Cowboys,Sea Eagles,6 - 38
50,7,17/04/2026 08:00,GIO Stadium,Raiders,Storm,26 - 22
51,7,17/04/2026 10:00,TIO Stadium,Dolphins,Panthers,22 - 23
52,7,18/04/2026 05:00,Go Media Stadium,Warriors,Titans,28 - 20
53,7,18/04/2026 07:30,Accor Stadium,Rabbitohs,Dragons,30 - 12
54,7,18/04/2026 09:35,Campbelltown Sports Stadium,Wests Tigers,Broncos,20 - 21
55,7,19/04/2026 04:00,Allianz Stadium,Roosters,Knights,38 - 24
56,7,19/04/2026 06:05,CommBank Stadium,Eels,Bulldogs,38 - 20
57,8,23/04/2026 09:50,Leichhardt Oval,Wests Tigers,Raiders,33 - 14
58,8,24/04/2026 08:00,Queensland Country Bank Stadium,Cowboys,Sharks,46 - 34
59,8,24/04/2026 10:00,Suncorp Stadium,Broncos,Bulldogs,32 - 12
60,8,25/04/2026 06:00,Allianz Stadium,Dragons,Roosters,16 - 62
61,8,25/04/2026 08:05,Hnry Stadium,Warriors,Dolphins,20 - 18
62,8,25/04/2026 10:10,AAMI Park,Storm,Rabbitohs,6 - 48
63,8,26/04/2026 04:00,McDonald Jones Stadium,Knights,Panthers,12 - 44
64,8,26/04/2026 06:05,4 Pines Park,Sea Eagles,Eels,33 - 18
65,9,01/05/2026 08:00,Accor Stadium,Bulldogs,Cowboys,12 - 28
66,9,01/05/2026 10:00,Suncorp Stadium,Dolphins,Storm,28 - 10
67,9,02/05/2026 05:00,Cbus Super Stadium,Titans,Raiders,12 - 28
68,9,02/05/2026 07:30,CommBank Stadium,Eels,Warriors,14 - 36
69,9,02/05/2026 09:35,Allianz Stadium,Roosters,Broncos,38 - 24
70,9,03/05/2026 04:00,McDonald Jones Stadium,Knights,Rabbitohs,42 - 38
71,9,03/05/2026 06:05,Ocean Protect Stadium,Sharks,Wests Tigers,52 - 10
72,9,03/05/2026 08:15,CommBank Stadium,Panthers,Sea Eagles,18 - 16
73,10,07/05/2026 09:50,Suncorp Stadium,Dolphins,Bulldogs,44 - 12
74,10,08/05/2026 08:00,Polytec Stadium,Roosters,Titans,28 - 12
75,10,08/05/2026 10:00,Queensland Country Bank Stadium,Cowboys,Eels,30 - 33
76,10,09/05/2026 05:00,WIN Stadium,Dragons,Knights,10 - 44
77,10,09/05/2026 07:30,Accor Stadium,Rabbitohs,Sharks,36 - 12
78,10,09/05/2026 09:35,4 Pines Park,Sea Eagles,Broncos,32 - 4
79,10,10/05/2026 04:00,AAMI Park,Storm,Wests Tigers,44 - 16
80,10,10/05/2026 06:05,GIO Stadium,Raiders,Panthers,18 - 30
81,11,15/05/2026 08:00,Suncorp Stadium,Sharks,Bulldogs,38 - 16
82,11,15/05/2026 10:05,Suncorp Stadium,Rabbitohs,Dolphins,10 - 32
83,11,16/05/2026 05:00,Suncorp Stadium,Wests Tigers,Sea Eagles,18 - 46
84,11,16/05/2026 07:30,Suncorp Stadium,Roosters,Cowboys,12 - 18
85,11,16/05/2026 09:45,Suncorp Stadium,Eels,Storm,8 - 34
86,11,17/05/2026 04:00,Suncorp Stadium,Titans,Knights,12 - 36
87,11,17/05/2026 06:05,Suncorp Stadium,Warriors,Broncos,42 - 12
88,11,17/05/2026 08:25,Suncorp Stadium,Panthers,Dragons,28 - 6
89,12,21/05/2026 09:50,GIO Stadium,Raiders,Dolphins,22 - 30
90,12,22/05/2026 10:00,Accor Stadium,Bulldogs,Storm,30 - 20
91,12,23/05/2026 07:30,St George Venues Jubilee Stadium,Dragons,Warriors,12 - 30
92,12,23/05/2026 09:35,4 Pines Park,Sea Eagles,Titans,12 - 10
93,12,24/05/2026 06:05,Queensland Country Bank Stadium,Cowboys,Rabbitohs,30 - 18
94,13,29/05/2026 10:00,Ocean Protect Stadium,Sharks,Sea Eagles,28 - 22
95,13,30/05/2026 05:00,McDonald Jones Stadium,Knights,Eels,28 - 22
96,13,30/05/2026 07:30,CommBank Stadium,Wests Tigers,Bulldogs,22 - 16
97,13,30/05/2026 09:35,AAMI Park,Storm,Roosters,18 - 4
98,13,31/05/2026 04:00,Suncorp Stadium,Broncos,Dragons,26 - 30
99,13,31/05/2026 06:05,GIO Stadium,Raiders,Cowboys,26 - 12
100,13,31/05/2026 08:15,CommBank Stadium,Panthers,Warriors,20 - 18
101,14,04/06/2026 09:50,4 Pines Park,Sea Eagles,Rabbitohs,28 - 14
102,14,05/06/2026 08:00,AAMI Park,Storm,Knights,32 - 30
103,14,05/06/2026 10:00,GIO Stadium,Raiders,Roosters,0 - 26
104,14,06/06/2026 07:30,Queensland Country Bank Stadium,Cowboys,Dolphins,14 - 40
105,14,06/06/2026 09:35,Suncorp Stadium,Broncos,Titans,23 - 28
106,14,07/06/2026 04:00,CommBank Stadium,Wests Tigers,Panthers,0 - 68
107,14,07/06/2026 06:05,Ocean Protect Stadium,Sharks,Dragons,34 - 12
108,14,08/06/2026 06:05,Accor Stadium,Bulldogs,Eels,14 - 12
109,15,11/06/2026 09:50,Accor Stadium,Rabbitohs,Broncos,48 - 6
110,15,12/06/2026 10:00,Suncorp Stadium,Dolphins,Roosters,48 - 10
111,15,13/06/2026 07:30,Go Media Stadium,Warriors,Sharks,8 - 10
112,15,13/06/2026 09:35,CommBank Stadium,Eels,Raiders,15 - 12
113,15,14/06/2026 06:05,Leichhardt Oval,Wests Tigers,Titans,36 - 28
114,16,19/06/2026 10:00,McDonald Jones Stadium,Knights,Dragons,22 - 20
115,16,20/06/2026 05:00,Campbelltown Sports Stadium,Wests Tigers,Dolphins,22 - 36
116,16,20/06/2026 07:30,Cbus Super Stadium,Titans,Panthers,19 - 18
117,16,20/06/2026 09:35,Accor Stadium,Bulldogs,Sea Eagles,13 - 12
118,16,21/06/2026 04:00,One NZ Stadium,Warriors,Cowboys,38 - 20
119,16,21/06/2026 06:05,AAMI Park,Storm,Raiders,42 - 20
120,16,21/06/2026 08:15,Allianz Stadium,Roosters,Sharks,27 - 8
121,17,25/06/2026 09:50,CommBank Stadium,Eels,Rabbitohs,12 - 32
122,17,26/06/2026 08:00,Cbus Super Stadium,Titans,Bulldogs,12 - 30
123,17,26/06/2026 10:00,Suncorp Stadium,Broncos,Roosters,18 - 24
124,17,27/06/2026 05:00,Suncorp Stadium,Dolphins,Warriors,26 - 24
125,17,27/06/2026 07:30,Queensland Country Bank Stadium,Cowboys,Panthers,26 - 12
126,17,27/06/2026 09:35,4 Pines Park,Sea Eagles,Storm,30 - 4
127,17,28/06/2026 04:00,GIO Stadium,Raiders,Dragons,24 - 16
128,17,28/06/2026 06:05,McDonald Jones Stadium,Knights,Wests Tigers,12 - 6
129,18,03/07/2026 10:00,CommBank Stadium,Panthers,Rabbitohs,36 - 14
130,18,04/07/2026 07:30,St George Venues Jubilee Stadium,Dragons,Wests Tigers,24 - 10
131,18,04/07/2026 09:35,Suncorp Stadium,Broncos,Sharks,16 - 28
132,18,05/07/2026 04:00,CommBank Stadium,Eels,Sea Eagles,23 - 14
133,18,05/07/2026 06:05,McDonald Jones Stadium,Knights,Dolphins,13 - 12
134,19,10/07/2026 10:00,Campbelltown Sports Stadium,Wests Tigers,Warriors,6 - 32
135,19,11/07/2026 05:00,Kayo Stadium,Dolphins,Sharks,0 - 66
136,19,11/07/2026 07:30,Accor Stadium,Bulldogs,Raiders,16 - 40
137,19,11/07/2026 09:35,Allianz Stadium,Roosters,Eels,28 - 12
138,19,12/07/2026 04:00,Accor Stadium,Rabbitohs,Knights,26 - 24
139,19,12/07/2026 06:05,4 Pines Park,Sea Eagles,Cowboys,18 - 19
140,19,12/07/2026 08:15,AAMI Park,Storm,Titans,22 - 18
141,20,16/07/2026 09:50,CommBank Stadium,Panthers,Broncos,12 - 14
142,20,17/07/2026 08:00,Ocean Protect Stadium,Sharks,Knights,
143,20,17/07/2026 10:00,Allianz Stadium,Roosters,Storm,
144,20,18/07/2026 05:00,GIO Stadium,Raiders,Rabbitohs,
145,20,18/07/2026 07:35,Go Media Stadium,Warriors,Dragons,
146,20,18/07/2026 09:35,Accor Stadium,Bulldogs,Wests Tigers,
147,20,19/07/2026 04:00,Cbus Super Stadium,Titans,Sea Eagles,
148,20,19/07/2026 06:05,Suncorp Stadium,Dolphins,Cowboys,
149,21,23/07/2026 09:50,CommBank Stadium,Eels,Panthers,
150,21,24/07/2026 08:00,McDonald Jones Stadium,Knights,Roosters,
151,21,24/07/2026 10:00,Accor Stadium,Rabbitohs,Storm,
152,21,25/07/2026 05:00,GIO Stadium,Raiders,Wests Tigers,
153,21,25/07/2026 07:30,Accor Stadium,Bulldogs,Warriors,
154,21,25/07/2026 09:35,Queensland Country Bank Stadium,Cowboys,Broncos,
155,21,26/07/2026 04:00,St George Venues Jubilee Stadium,Dragons,Titans,
156,21,26/07/2026 06:05,4 Pines Park,Sea Eagles,Sharks,
157,22,30/07/2026 09:50,Queensland Country Bank Stadium,Cowboys,Roosters,
158,22,31/07/2026 08:00,WIN Stadium,Dragons,Dolphins,
159,22,31/07/2026 10:00,AAMI Park,Storm,Bulldogs,
160,22,01/08/2026 05:00,Cbus Super Stadium,Titans,Warriors,
161,22,01/08/2026 07:30,Glen Willow Oval,Panthers,Raiders,
162,22,01/08/2026 09:35,Suncorp Stadium,Broncos,Knights,
163,22,02/08/2026 04:00,Ocean Protect Stadium,Sharks,Rabbitohs,
164,22,02/08/2026 06:05,CommBank Stadium,Wests Tigers,Eels,
165,23,06/08/2026 09:50,Cbus Super Stadium,Titans,Cowboys,
166,23,07/08/2026 08:00,Go Media Stadium,Warriors,Panthers,
167,23,07/08/2026 10:00,Allianz Stadium,Roosters,Bulldogs,
168,23,08/08/2026 05:00,HBF Park,Storm,Sea Eagles,
169,23,08/08/2026 07:30,Suncorp Stadium,Dolphins,Broncos,
170,23,08/08/2026 09:35,Allianz Stadium,Rabbitohs,Eels,
171,23,09/08/2026 04:00,GIO Stadium,Raiders,Knights,
172,23,09/08/2026 06:05,St George Venues Jubilee Stadium,Dragons,Sharks,
173,24,13/08/2026 09:50,CommBank Stadium,Panthers,Roosters,
174,24,14/08/2026 08:00,4 Pines Park,Sea Eagles,Dolphins,
175,24,14/08/2026 10:00,Accor Stadium,Bulldogs,Rabbitohs,
176,24,15/08/2026 05:00,Ocean Protect Stadium,Sharks,Raiders,
177,24,15/08/2026 07:30,CommBank Stadium,Eels,Cowboys,
178,24,15/08/2026 09:35,Suncorp Stadium,Broncos,Warriors,
179,24,16/08/2026 04:00,McDonald Jones Stadium,Knights,Titans,
180,24,16/08/2026 06:05,CommBank Stadium,Wests Tigers,Dragons,
181,25,20/08/2026 09:50,AAMI Park,Storm,Panthers,
182,25,21/08/2026 08:00,GIO Stadium,Raiders,Broncos,
183,25,21/08/2026 10:00,Suncorp Stadium,Dolphins,Eels,
184,25,22/08/2026 05:00,McDonald Jones Stadium,Knights,Sea Eagles,
185,25,22/08/2026 07:30,Accor Stadium,Rabbitohs,Warriors,
186,25,22/08/2026 09:35,Allianz Stadium,Dragons,Bulldogs,
187,25,23/08/2026 04:00,Cbus Super Stadium,Titans,Sharks,
188,25,23/08/2026 06:05,Allianz Stadium,Roosters,Wests Tigers,
189,26,27/08/2026 09:50,Suncorp Stadium,Broncos,Storm,
190,26,28/08/2026 08:00,4 Pines Park,Sea Eagles,Dragons,
191,26,28/08/2026 10:00,CommBank Stadium,Panthers,Bulldogs,
192,26,29/08/2026 05:00,Cbus Super Stadium,Titans,Rabbitohs,
193,26,29/08/2026 07:30,Allianz Stadium,Roosters,Dolphins,
194,26,29/08/2026 09:35,Queensland Country Bank Stadium,Cowboys,Wests Tigers,
195,26,30/08/2026 04:00,Go Media Stadium,Warriors,Knights,
196,26,30/08/2026 06:05,CommBank Stadium,Eels,Sharks,
197,27,03/09/2026 09:50,Accor Stadium,Bulldogs,Broncos,
198,27,04/09/2026 08:00,Cbus Super Stadium,Titans,Dolphins,
199,27,04/09/2026 10:00,Allianz Stadium,Rabbitohs,Roosters,
200,27,05/09/2026 05:00,Go Media Stadium,Warriors,Sea Eagles,
201,27,05/09/2026 07:30,Queensland Country Bank Stadium,Cowboys,Raiders,
202,27,05/09/2026 09:35,Ocean Protect Stadium,Sharks,Storm,
203,27,06/09/2026 04:00,WIN Stadium,Dragons,Eels,
204,27,06/09/2026 06:05,CommBank Stadium,Panthers,Wests Tigers,
