Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1,1,10/03/2022 09:05,BlueBet Stadium,Panthers,Sea Eagles,28 - 6
2,1,11/03/2022 07:00,GIO Stadium,Raiders,Sharks,24 - 19
3,1,11/03/2022 09:05,Suncorp Stadium,Broncos,Rabbitohs,11 - 4
4,1,12/03/2022 04:00,Sydney Cricket Ground,Roosters,Knights,6 - 20
5,1,12/03/2022 06:30,Sunshine Coast Stadium,Warriors,Dragons,16 - 28
6,1,12/03/2022 08:35,CommBank Stadium,Wests Tigers,Storm,16 - 26
7,1,13/03/2022 05:05,CommBank Stadium,Eels,Titans,32 - 28
8,1,13/03/2022 07:15,Queensland Country Bank Stadium,Cowboys,Bulldogs,4 - 6
9,2,17/03/2022 09:05,AAMI Park,Storm,Rabbitohs,15 - 14
10,2,18/03/2022 07:00,Netstrata Jubilee Stadium,Dragons,Panthers,16 - 20
11,2,18/03/2022 09:05,Sydney Cricket Ground,Roosters,Sea Eagles,26 - 12
12,2,19/03/2022 04:00,Cbus Super Stadium,Titans,Warriors,20 - 18
13,2,19/03/2022 06:30,PointsBet Stadium,Sharks,Eels,18 - 16
14,2,19/03/2022 08:35,Queensland Country Bank Stadium,Cowboys,Raiders,26 - 6
15,2,20/03/2022 05:05,McDonald Jones Stadium,Knights,Wests Tigers,26 - 4
16,2,20/03/2022 07:15,Accor Stadium,Bulldogs,Broncos,10 - 16
17,3,24/03/2022 09:05,WIN Stadium,Dragons,Sharks,12 - 36
18,3,25/03/2022 07:00,Campbelltown Sports Stadium,Wests Tigers,Warriors,12 - 16
19,3,25/03/2022 09:05,Accor Stadium,Rabbitohs,Roosters,28 - 16
20,3,26/03/2022 04:00,Carrington Park,Panthers,Knights,38 - 20
21,3,26/03/2022 06:30,AAMI Park,Storm,Eels,24 - 28
22,3,26/03/2022 08:35,GIO Stadium,Raiders,Titans,24 - 22
23,3,27/03/2022 05:05,Suncorp Stadium,Broncos,Cowboys,12 - 38
24,3,27/03/2022 07:15,4 Pines Park,Sea Eagles,Bulldogs,13 - 12
25,4,31/03/2022 09:05,Cbus Super Stadium,Titans,Wests Tigers,8 - 6
