Match Number,Round Number,Date,Location,Home Team,Away Team,Result
70,9,29/04/2017 19:30,Leichhardt Oval,Tigers,Sharks,16 - 22
71,9,30/04/2017 14:00,Mt Smart Stadium,Warriors,Roosters,14 - 13
72,9,30/04/2017 16:00,WIN Stadium,Dragons,Storm,22 - 34
73,10,11/05/2017 19:50,ANZ Stadium,Bulldogs,Cowboys,14 - 30
74,10,12/05/2017 18:00,Jubilee Oval,Dragons,Sharks,14 - 18
75,10,12/05/2017 19:50,ANZ Stadium,Tigers,Rabbitohs,8 - 28
76,10,13/05/2017 15:00,Pepper Stadium,Panthers,Warriors,36 - 28
77,10,13/05/2017 17:30,Suncorp Stadium,Storm,Titans,36 - 38
78,10,13/05/2017 19:50,Suncorp Stadium,Sea Eagles,Broncos,14 - 24
79,10,14/05/2017 14:00,McDonald Jones Stadium,Knights,Raiders,34 - 20
80,10,14/05/2017 16:00,Allianz Stadium,Roosters,Eels,48 - 10
81,11,18/05/2017 19:50,Southern Cross Group Stadium,Sharks,Cowboys,18 - 14
82,11,19/05/2017 18:00,FMG Stadium,Warriors,Dragons,14 - 30
83,11,19/05/2017 19:50,Suncorp Stadium,Broncos,Tigers,36 - 0
84,11,20/05/2017 17:30,CBus Super Stadium,Titans,Sea Eagles,10 - 30
85,11,20/05/2017 19:30,ANZ Stadium,Eels,Raiders,16 - 22
86,11,21/05/2017 14:00,McDonald Jones Stadium,Knights,Panthers,20 - 30
87,11,21/05/2017 16:00,ANZ Stadium,Bulldogs,Roosters,18 - 24
88,11,21/05/2017 18:30,NIB Stadium,Rabbitohs,Storm,6 - 14
89,12,26/05/2017 19:50,ANZ Stadium,Rabbitohs,Eels,16 - 22
90,12,27/05/2017 17:30,Mt Smart Stadium,Warriors,Broncos,28 - 10
91,12,27/05/2017 19:30,Southern Cross Group Stadium,Sharks,Bulldogs,9 - 8
92,12,28/05/2017 16:00,GIO Stadium,Raiders,Roosters,24 - 16
93,13,02/06/2017 18:00,AAMI Park,Storm,Knights,40 - 12
94,13,02/06/2017 19:50,ANZ Stadium,Eels,Warriors,32 - 24
95,13,03/06/2017 15:00,ANZ Stadium,Dragons,Tigers,16 - 12
96,13,03/06/2017 17:30,Allianz Stadium,Roosters,Broncos,18 - 16
97,13,03/06/2017 19:30,1300Smiles Stadium,Cowboys,Titans,20 - 8
98,13,04/06/2017 14:00,Brookvale Oval,Sea Eagles,Raiders,21 - 20
99,13,04/06/2017 16:00,ANZ Stadium,Bulldogs,Panthers,0 - 38
100,14,08/06/2017 19:50,Southern Cross Group Stadium,Sharks,Storm,13 - 18
101,14,09/06/2017 18:00,Brookvale Oval,Sea Eagles,Knights,18 - 14
102,14,09/06/2017 19:50,Suncorp Stadium,Broncos,Rabbitohs,24 - 18
103,14,10/06/2017 15:00,CBus Super Stadium,Titans,Warriors,12 - 34
104,14,10/06/2017 17:30,Carrington Park,Panthers,Raiders,24 - 20
105,14,10/06/2017 19:30,TIO Stadium,Eels,Cowboys,6 - 32
106,14,11/06/2017 16:00,Campbelltown Stadium,Tigers,Roosters,18 - 40
107,14,12/06/2017 16:00,ANZ Stadium,Bulldogs,Dragons,16 - 2
108,15,16/06/2017 19:50,ANZ Stadium,Rabbitohs,Titans,36 - 20
109,15,17/06/2017 17:30,AAMI Park,Storm,Cowboys,23 - 22
110,15,17/06/2017 19:30,Southern Cross Group Stadium,Sharks,Tigers,24 - 22
111,15,18/06/2017 16:00,ANZ Stadium,Eels,Dragons,24 - 10
112,16,23/06/2017 18:00,Mt Smart Stadium,Warriors,Bulldogs,21 - 14
113,16,23/06/2017 19:50,Campbelltown Stadium,Tigers,Titans,14 - 26
114,16,24/06/2017 15:00,1300Smiles Stadium,Cowboys,Panthers,14 - 12
115,16,24/06/2017 17:30,GIO Stadium,Raiders,Broncos,20 - 30
116,16,24/06/2017 19:30,Adelaide Oval,Roosters,Storm,25 - 24
117,16,25/06/2017 14:00,UOW Jubilee Oval,Dragons,Knights,32 - 28
118,16,25/06/2017 16:00,Southern Cross Group Stadium,Sharks,Sea Eagles,18 - 35
119,17,29/06/2017 19:50,ANZ Stadium,Eels,Bulldogs,13 - 12
120,17,30/06/2017 18:00,CBus Super Stadium,Titans,Dragons,20 - 10
121,17,30/06/2017 19:50,Suncorp Stadium,Broncos,Storm,12 - 42
122,17,01/07/2017 15:00,Central Coast Stadium,Roosters,Sharks,12 - 44
123,17,01/07/2017 17:30,NIB Stadium,Sea Eagles,Warriors,26 - 22
124,17,01/07/2017 19:30,GIO Stadium,Raiders,Cowboys,18 - 31
125,17,02/07/2017 14:00,McDonald Jones Stadium,Knights,Tigers,12 - 33
126,17,02/07/2017 16:00,ANZ Stadium,Rabbitohs,Panthers,42 - 14
127,18,07/07/2017 19:50,Allianz Stadium,Roosters,Rabbitohs,14 - 12
128,18,08/07/2017 17:30,Pepper Stadium,Panthers,Sea Eagles,16 - 8
129,18,08/07/2017 19:30,AAMI Park,Storm,Eels,6 - 22
130,18,09/07/2017 16:00,Belmore Stadium,Bulldogs,Knights,20 - 18
131,19,14/07/2017 18:00,Mt Smart Stadium,Warriors,Panthers,22 - 34
132,19,14/07/2017 19:50,GIO Stadium,Raiders,Dragons,18 - 14
133,19,15/07/2017 17:30,McDonald Jones Stadium,Knights,Broncos,22 - 34
134,19,15/07/2017 19:30,CBus Super Stadium,Titans,Sharks,30 - 10
135,19,16/07/2017 14:00,Brookvale Oval,Sea Eagles,Tigers,28 - 16
136,19,16/07/2017 16:00,Cairns Stadium,Rabbitohs,Cowboys,10 - 23
137,20,20/07/2017 19:50,Suncorp Stadium,Broncos,Bulldogs,42 - 12
138,20,21/07/2017 18:00,Allianz Stadium,Roosters,Knights,28 - 4
139,20,21/07/2017 19:50,Southern Cross Group Stadium,Sharks,Rabbitohs,26 - 12
140,20,22/07/2017 15:00,Pepper Stadium,Panthers,Titans,24 - 16
141,20,22/07/2017 17:30,GIO Stadium,Raiders,Storm,14 - 20
142,20,22/07/2017 19:30,1300Smiles Stadium,Cowboys,Warriors,24 - 12
143,20,23/07/2017 14:00,WIN Stadium,Dragons,Sea Eagles,52 - 22
144,20,23/07/2017 16:00,ANZ Stadium,Tigers,Eels,16 - 17
150,21,27/07/2017 19:50,Pepper Stadium,Panthers,Bulldogs,16 - 8
145,21,28/07/2017 18:00,Mt Smart Stadium,Warriors,Sharks,12 - 26
151,21,28/07/2017 19:50,ANZ Stadium,Eels,Broncos,28 - 14
146,21,29/07/2017 15:00,McDonald Jones Stadium,Knights,Dragons,21 - 14
147,21,29/07/2017 17:30,ANZ Stadium,Rabbitohs,Raiders,18 - 32
148,21,29/07/2017 19:30,Allianz Stadium,Roosters,Cowboys,22 - 16
149,21,30/07/2017 14:00,AAMI Park,Storm,Sea Eagles,40 - 6
152,21,30/07/2017 16:00,CBus Super Stadium,Titans,Tigers,4 - 26
158,22,03/08/2017 19:50,ANZ Stadium,Bulldogs,Eels,4 - 20
153,22,04/08/2017 18:00,Sydney Cricket Ground,Dragons,Rabbitohs,24 - 26
159,22,04/08/2017 19:50,1300Smiles Stadium,Cowboys,Storm,8 - 26
154,22,05/08/2017 15:00,McDonald Jones Stadium,Knights,Warriors,26 - 10
155,22,05/08/2017 17:30,CBus Super Stadium,Titans,Broncos,0 - 54
156,22,05/08/2017 19:30,Southern Cross Group Stadium,Sharks,Raiders,12 - 30
157,22,06/08/2017 14:00,Brookvale Oval,Sea Eagles,Roosters,36 - 18
160,22,06/08/2017 16:00,Pepper Stadium,Panthers,Tigers,28 - 14
166,23,10/08/2017 19:50,ANZ Stadium,Rabbitohs,Bulldogs,28 - 14
161,23,11/08/2017 18:00,ANZ Stadium,Eels,Knights,10 - 29
167,23,11/08/2017 19:50,Suncorp Stadium,Broncos,Sharks,32 - 10
162,23,12/08/2017 15:00,UOW Jubilee Oval,Dragons,Titans,42 - 16
163,23,12/08/2017 17:30,AAMI Park,Storm,Roosters,16 - 13
164,23,12/08/2017 19:30,Pepper Stadium,Panthers,Cowboys,24 - 16
165,23,13/08/2017 14:00,Mt Smart Stadium,Warriors,Raiders,16 - 36
168,23,13/08/2017 16:00,Leichardt Oval,Tigers,Sea Eagles,30 - 26
174,24,17/08/2017 19:50,ANZ Stadium,Eels,Titans,30 - 8
169,24,18/08/2017 18:00,ANZ Stadium,Rabbitohs,Warriors,36 - 18
175,24,18/08/2017 19:50,Suncorp Stadium,Broncos,Dragons,24 - 12
170,24,19/08/2017 15:00,McDonald Jones Stadium,Knights,Storm,12 - 44
171,24,19/08/2017 17:30,Allianz Stadium,Roosters,Tigers,22 - 18
172,24,19/08/2017 19:30,1300Smiles Stadium,Cowboys,Sharks,16 - 26
173,24,20/08/2017 14:00,GIO Stadium,Raiders,Panthers,22 - 26
176,24,20/08/2017 16:00,ANZ Stadium,Bulldogs,Sea Eagles,30 - 16
182,25,24/08/2017 19:50,Suncorp Stadium,Broncos,Eels,34 - 52
177,25,25/08/2017 18:00,GIO Stadium,Raiders,Knights,46 - 28
183,25,25/08/2017 19:50,Campbelltown Stadium,Tigers,Cowboys,14 - 22
184,25,26/08/2017 15:00,CBus Super Stadium,Titans,Bulldogs,14 - 26
180,25,26/08/2017 17:30,AAMI Park,Storm,Rabbitohs,64 - 6
179,25,26/08/2017 19:30,Southern Cross Group Stadium,Sharks,Roosters,14 - 16
178,25,27/08/2017 14:00,Mt Smart Stadium,Warriors,Sea Eagles,21 - 22
181,25,27/08/2017 16:00,Pepper Stadium,Panthers,Dragons,14 - 16
190,26,31/08/2017 19:50,1300Smiles Stadium,Cowboys,Broncos,10 - 20
191,26,01/09/2017 19:50,ANZ Stadium,Eels,Rabbitohs,22 - 16
185,26,02/09/2017 15:00,Allianz Stadium,Roosters,Titans,20 - 16
186,26,02/09/2017 17:30,Brookvale Oval,Sea Eagles,Panthers,28 - 12
187,26,02/09/2017 19:30,AAMI Park,Storm,Raiders,32 - 6
188,26,03/09/2017 14:00,McDonald Jones Stadium,Knights,Sharks,18 - 26
192,26,03/09/2017 16:00,ANZ Stadium,Dragons,Bulldogs,20 - 26
189,26,03/09/2017 18:30,Leichardt Oval,Tigers,Warriors,28 - 16
