2021,FNB CUT Ixias,46,13,FNB UJ,04.04.2021,Tuks Stadium
2021,FNB UP-Tuks,48,25,FNB Wits,04.04.2021,Tuks Stadium
2021,FNB NWU Eagles,47,28,FNB Madibaz,05.04.2021,Tuks Stadium
2021,FNB UWC,28,28,FNB UFS Shimlas,05.04.2021,Tuks Stadium
2021,FNB UCT Ikeys,26,20,FNB Maties,05.04.2021,Tuks Stadium
2021,FNB Maties,43,21,FNB UWC,08.04.2021,UP-Tuks B-Field 
2021,FNB Madibaz,13,51,FNB CUT Ixias,08.04.2021,Loftus Versfeld Stadium
2021,FNB UJ,19,47,FNB UP-Tuks,08.04.2021,UP-Tuks B-Field 
2021,FNB Wits,22,40,FNB UCT Ikeys,08.04.2021,Loftus Versfeld Stadium
2021,FNB UFS Shimlas,22,32,FNB NWU Eagles,08.04.2021,Loftus Versfeld Stadium
2021,FNB UCT Ikeys,,,FNB UJ,11.04.2021,UP-Tuks B-Field
2021,FNB UWC,,,FNB Madibaz,11.04.2021,Tuks Stadium
2021,FNB CUT Ixias,,,FNB UFS Shimlas,11.04.2021,UP-Tuks B-Field
2021,FNB NWU Eagles,,,FNB UP-Tuks,11.04.2021,Tuks Stadium
2021,FNB Maties,,,FNB Wits,11.04.2021,Tuks Stadium
