2020,Super League XXV 2020,Thu,Jan 30th,7:45pm,Wigan,16,Warrington,10,C. Kendall,DW Stadium
2020,Super League XXV 2020,Fri,Jan 31st,7:45pm,Hull Kingston Rovers,30,Wakefield Trinity,12,R. Hicks,KCOM Craven Park
2020,Super League XXV 2020,Fri,Jan 31st,7:45pm,St Helens,48,Salford,8,L. Moore,Totally Wicked
2020,Super League XXV 2020,Sat,Feb 1st,6:00pm,Catalans,12,Huddersfield,32,S. Mikalauskas,Gilbert Brutus
2020,Super League XXV 2020,Sun,Feb 2nd,4:45pm,Leeds,4,Hull FC,30,B. Thaler,Headingley
2020,Super League XXV 2020,Thu,Feb 6th,7:45pm,Warrington,19,St Helens,0,C. Kendall,Halliwell Jones
2020,Super League XXV 2020,Fri,Feb 7th,7:45pm,Castleford Tigers,16,Wigan,12,M. Griffiths,Mend-a-Hose
2020,Super League XXV 2020,Fri,Feb 7th,7:45pm,Hull FC,25,Hull Kingston Rovers,16,R. Hicks,KCOM Stadium
2020,Super League XXV 2020,Fri,Feb 14th,7:45pm,Leeds,52,Hull Kingston Rovers,10,T. Grant,Headingley
2020,Super League XXV 2020,Fri,Feb 14th,7:45pm,Salford,10,Huddersfield,12,J. Child,AJ Bell Stadium
2020,Super League XXV 2020,Sat,Feb 15th,5:00pm,Catalans,36,Castleford Tigers,18,G. Hewer,Gilbert Brutus
2020,Super League XXV 2020,Sun,Feb 16th,3:00pm,Hull FC,18,St Helens,32,L. Moore,KCOM Stadium
2020,Super League XXV 2020,Sun,Feb 16th,3:00pm,Wakefield Trinity,18,Warrington,8,M. Griffiths,Mobile Rocket
2020,Super League XXV 2020,Fri,Feb 21st,7:45pm,Castleford Tigers,32,Wakefield Trinity,15,J. Child,Mend-a-Hose
2020,Super League XXV 2020,Fri,Feb 21st,7:45pm,Hull Kingston Rovers,4,Huddersfield,22,L. Moore,KCOM Craven Park
2020,Super League XXV 2020,Sat,Feb 22nd,2:00pm,Salford,8,Leeds,22,M. Griffiths,AJ Bell Stadium
2020,Super League XXV 2020,Sun,Feb 23rd,3:00pm,Wigan,26,Hull FC,12,R. Hicks,DW Stadium
2020,Super League XXV 2020,Thu,Feb 27th,7:45pm,Hull Kingston Rovers,8,Castleford Tigers,28,C. Kendall,KCOM Craven Park
2020,Super League XXV 2020,Fri,Feb 28th,7:45pm,Leeds,36,Warrington,0,R. Hicks,Headingley
2020,Super League XXV 2020,Sun,Mar 1st,3:00pm,Huddersfield,10,Wigan,42,J. Child,John Smith's
2020,Super League XXV 2020,Sun,Mar 1st,3:00pm,Hull FC,29,Catalans,34,G. Hewer,KCOM Stadium
2020,Super League XXV 2020,Sun,Mar 1st,3:00pm,Salford,12,Wakefield Trinity,22,L. Moore,AJ Bell Stadium
2020,Super League XXV 2020,Fri,Mar 6th,7:45pm,St Helens,10,Huddersfield,12,G. Hewer,Totally Wicked
2020,Super League XXV 2020,Fri,Mar 6th,7:45pm,Wakefield Trinity,26,Hull FC,27,J. Child,Mobile Rocket
2020,Super League XXV 2020,Fri,Mar 6th,7:45pm,Warrington,9,Castleford Tigers,8,R. Hicks,Halliwell Jones
2020,Super League XXV 2020,Sat,Mar 7th,5:00pm,Catalans,30,Salford,14,C. Kendall,Gilbert Brutus
2020,Super League XXV 2020,Sun,Mar 8th,3:00pm,Wigan,30,Hull Kingston Rovers,16,T. Grant,DW Stadium
2020,Super League XXV 2020,Thu,Mar 12th,7:45pm,Hull FC,4,Warrington,38,C. Kendall,KCOM Stadium
2020,Super League XXV 2020,Fri,Mar 13th,7:45pm,Salford,18,Wigan,14,J. Child,AJ Bell Stadium
2020,Super League XXV 2020,Sun,Mar 15th,3:30pm,Castleford Tigers,28,St Helens,14,L. Moore,Mend-a-Hose
2020,Super League XXV 2020,Sun,Aug 2nd,6:30pm,Huddersfield,26,Leeds,27,R. Hicks,Headingley
2020,Super League XXV 2020,Sun,Aug 2nd,4:15pm,St Helens,34,Catalans,6,B. Thaler,Headingley
2020,Super League XXV 2020,Sat,Aug 8th,4:15pm,Castleford Tigers,14,Catalans,40,R. Hicks,Headingley
2020,Super League XXV 2020,Sat,Aug 8th,6:30pm,Warrington,40,Hull Kingston Rovers,10,J. Child,Headingley
2020,Super League XXV 2020,Sun,Aug 9th,6:30pm,Leeds,0,St Helens,48,C. Kendall,Headingley
2020,Super League XXV 2020,Sun,Aug 9th,1:00pm,Salford,54,Hull FC,18,L. Moore,Headingley
2020,Super League XXV 2020,Sun,Aug 9th,3:15pm,Wakefield Trinity,22,Wigan,23,B. Thaler,Headingley
2020,Super League XXV 2020,Sat,Aug 15th,6:00pm,Huddersfield,18,Warrington,19,B. Thaler,Totally Wicked
2020,Super League XXV 2020,Sat,Aug 15th,4:00pm,Wakefield Trinity,0,Catalans,58,C. Kendall,Totally Wicked
2020,Super League XXV 2020,Sun,Aug 16th,4:00pm,St Helens,10,Castleford Tigers,0,L. Moore,Totally Wicked
2020,Super League XXV 2020,Sun,Aug 16th,6:00pm,Wigan,28,Leeds,10,R. Hicks,Totally Wicked
2020,Super League XXV 2020,Sat,Aug 29th,6:30pm,Leeds,50,Salford,12,L. Moore,Halliwell Jones
2020,Super League XXV 2020,Sun,Aug 30th,4:15pm,Huddersfield,12,Hull FC,31,C. Kendall,Halliwell Jones
2020,Super League XXV 2020,Sun,Aug 30th,1:00pm,Hull Kingston Rovers,18,St Helens,32,S. Mikalauskas,Halliwell Jones
2020,Super League XXV 2020,Sun,Aug 30th,6:30pm,Warrington,36,Wakefield Trinity,0,M. Griffiths,Halliwell Jones
