2026,28.03.2026 11:00,Wigan Warriors,Huddersfield,,,,,,,,,
2026,28.03.2026 13:30,Leigh,Toulouse Olympique,,,,,,,,,
2026,29.03.2026 10:00,Hull FC,Catalans Dragons,,,,,,,,,
2026,29.03.2026 12:30,Leeds,Warrington,,,,,,,,,
2026,27.03.2026 16:00,Hull KR,St Helens,52,10,30,0,22,10,,,
2026,27.03.2026 16:00,York RLFC,Wakefield,14,26,10,12,4,14,,,
2026,26.03.2026 16:00,Castleford,Bradford,40,28,22,16,18,12,,,
2026,22.03.2026 11:00,Hull FC,Leeds,24,16,14,16,10,0,,,
2026,21.03.2026 13:30,Catalans Dragons,Hull KR,26,20,14,6,12,14,,,
2026,21.03.2026 11:00,Warrington,Castleford,72,6,32,6,40,0,,,
2026,20.03.2026 16:00,Bradford,Huddersfield,26,14,4,2,22,12,,,
2026,20.03.2026 16:00,Wakefield,Leigh,18,14,8,4,10,10,,,
2026,20.03.2026 14:00,Toulouse Olympique,St Helens,16,30,0,28,16,2,,,
2026,19.03.2026 16:00,Wigan Warriors,York RLFC,23,22,10,14,13,8,,,
2026,08.03.2026 11:00,Huddersfield,Hull KR,6,32,0,16,6,16,,,
2026,08.03.2026 11:00,Leeds,Castleford,22,4,10,4,12,0,,,
2026,07.03.2026 12:30,St Helens,Bradford,26,22,4,10,22,12,,,
2026,07.03.2026 12:00,Toulouse Olympique,Wigan Warriors,16,36,6,18,10,18,,,
2026,06.03.2026 15:00,Leigh,Catalans Dragons,16,22,6,6,10,16,,,
2026,06.03.2026 15:00,York RLFC,Warrington,30,38,18,22,12,16,,,
2026,05.03.2026 15:00,Wakefield,Hull FC,14,10,10,10,4,0,,,
2026,01.03.2026 10:00,Bradford,Toulouse Olympique,18,6,10,6,8,0,,,
2026,28.02.2026 19:00,Hull KR,Leeds,6,58,0,28,6,30,,,
2026,28.02.2026 13:00,Catalans Dragons,St Helens,4,36,0,6,4,30,,,
2026,28.02.2026 12:30,Warrington,Wakefield,27,16,14,2,13,14,,,
2026,27.02.2026 15:00,Castleford,Huddersfield,34,8,16,4,18,4,,,
2026,27.02.2026 15:00,Hull FC,York RLFC,16,17,10,6,6,11,,,
2026,26.02.2026 15:00,Wigan Warriors,Leigh,54,0,24,0,30,0,,,
2026,22.02.2026 10:00,Huddersfield,Wakefield,16,18,4,8,12,10,,,
2026,21.02.2026 15:00,Wigan Warriors,Hull FC,34,6,24,0,10,6,,,
2026,21.02.2026 13:00,Toulouse Olympique,Castleford,24,12,10,12,14,0,,,
2026,20.02.2026 15:00,Bradford,Catalans Dragons,28,10,24,0,4,10,,,
2026,20.02.2026 15:00,Leeds,York RLFC,46,14,22,6,24,8,,,
2026,20.02.2026 15:00,St Helens,Leigh,20,18,12,16,8,2,,,
2026,15.02.2026 10:00,Castleford,Wigan Warriors,16,26,6,10,10,16,,,
2026,14.02.2026 15:00,Wakefield,Toulouse Olympique,16,18,6,8,10,10,,,
2026,14.02.2026 12:30,Hull FC,Bradford,27,20,18,10,9,10,,,
2026,13.02.2026 15:00,Leigh,Leeds,26,14,10,2,16,12,,,
2026,13.02.2026 15:00,Warrington,St Helens,24,14,18,0,6,14,,,
2026,13.02.2026 13:00,Catalans Dragons,Huddersfield,26,10,14,4,12,6,,,
2026,12.02.2026 15:00,York RLFC,Hull KR,19,18,6,6,13,12,,,
