2022,09.07.2022 09:30,Wakefield,Toulouse Olympique,,,,,,,,,
2022,09.07.2022 11:45,St Helens,Wigan,,,,,,,,,
2022,09.07.2022 14:00,Leeds,Castleford,,,,,,,,,
2022,10.07.2022 08:00,Huddersfield,Salford,,,,,,,,,
2022,10.07.2022 10:15,Catalans Dragons,Warrington,,,,,,,,,
2022,10.07.2022 12:30,Hull KR,Hull FC,,,,,,,,,
2022,03.07.2022 10:00,Wakefield,Wigan,22,46,12,28,10,18,,,
2022,03.07.2022 10:00,Warrington,Salford,24,32,6,8,18,24,,,
2022,02.07.2022 15:00,Toulouse Olympique,Hull KR,28,6,8,0,20,6,,,
2022,02.07.2022 12:00,Catalans Dragons,St Helens,20,18,10,8,10,10,,,
2022,02.07.2022 10:00,Hull FC,Leeds,16,62,10,22,6,40,,,
2022,01.07.2022 15:00,Castleford,Huddersfield,26,18,20,6,6,12,,,
2022,26.06.2022 10:30,Castleford,Catalans Dragons,17,16,6,6,10,10,1,0,AET
2022,26.06.2022 10:15,Hull KR,Huddersfield,10,38,4,10,6,28,,,
2022,26.06.2022 10:00,Salford,Wakefield,74,10,32,6,42,4,,,
2022,24.06.2022 15:00,Warrington,Hull FC,4,0,0,0,4,0,,,
2022,24.06.2022 15:00,Wigan,Toulouse Olympique,40,6,28,0,12,6,,,
2022,23.06.2022 15:00,St Helens,Leeds,42,12,16,6,26,6,,,
2022,12.06.2022 10:00,St Helens,Hull KR,26,18,18,12,8,6,,,
2022,12.06.2022 10:00,Wakefield,Warrington,30,24,12,12,18,12,,,
2022,12.06.2022 09:30,Toulouse Olympique,Castleford,14,20,6,6,8,14,,,
2022,11.06.2022 12:00,Catalans Dragons,Hull FC,36,8,20,0,16,8,,,
2022,10.06.2022 15:00,Salford,Wigan,12,30,0,6,12,24,,,
2022,10.06.2022 14:45,Huddersfield,Leeds,30,16,22,4,8,12,,,
2022,05.06.2022 10:00,Hull KR,Salford,43,16,19,6,24,10,,,
2022,05.06.2022 10:00,Wakefield,Hull FC,19,18,6,18,12,0,1,0,AET
2022,04.06.2022 12:00,Toulouse Olympique,St Helens,14,28,2,14,12,14,,,
2022,04.06.2022 09:00,Castleford,Wigan,12,32,12,4,0,28,,,
2022,03.06.2022 15:00,Warrington,Leeds,4,40,4,20,0,20,,,
2022,03.06.2022 14:30,Catalans Dragons,Huddersfield,14,22,2,18,12,4,,,
2022,21.05.2022 10:00,Hull FC,Wigan,31,22,18,12,13,10,,,
2022,21.05.2022 07:30,Hull KR,Catalans Dragons,8,20,8,4,0,16,,,
2022,20.05.2022 15:00,Leeds,Wakefield,24,6,12,6,12,0,,,
2022,20.05.2022 15:00,Salford,Castleford,30,14,16,6,14,8,,,
2022,20.05.2022 14:45,Huddersfield,Toulouse Olympique,17,16,6,12,11,4,,,
2022,19.05.2022 15:00,Warrington,St Helens,10,12,4,12,6,0,,,
2022,15.05.2022 10:30,Castleford,Hull KR,32,0,24,0,8,0,,,
2022,15.05.2022 10:00,Salford,Leeds,23,8,16,4,7,4,,,
2022,15.05.2022 09:30,Toulouse Olympique,Wakefield,20,14,6,10,14,4,,,
2022,14.05.2022 12:00,Catalans Dragons,Warrington,40,8,6,6,34,2,,,
2022,13.05.2022 15:00,St Helens,Hull FC,24,10,10,4,14,6,,,
2022,12.05.2022 15:00,Huddersfield,Wigan,32,22,12,6,20,16,,,
2022,30.04.2022 10:00,Hull FC,Toulouse Olympique,48,12,26,6,22,6,,,
2022,29.04.2022 15:00,Leeds,Hull KR,12,0,6,0,6,0,,,
2022,29.04.2022 15:00,St Helens,Salford,14,10,10,6,4,4,,,
2022,29.04.2022 15:00,Warrington,Wigan,22,40,10,24,12,16,,,
2022,29.04.2022 14:30,Catalans Dragons,Castleford,44,12,22,6,22,6,,,
2022,28.04.2022 15:00,Wakefield,Huddersfield,12,14,12,4,0,10,,,
2022,24.04.2022 13:45,Hull FC,Catalans Dragons,14,8,14,4,0,4,,,
2022,24.04.2022 08:00,Wigan,Salford,30,24,24,12,6,12,,,
2022,23.04.2022 10:00,Hull KR,Wakefield,32,10,16,0,16,10,,,
2022,23.04.2022 10:00,Warrington,Huddersfield,32,10,18,4,14,6,,,
2022,22.04.2022 15:00,Castleford,St Helens,30,10,14,0,16,10,,,
2022,22.04.2022 15:00,Leeds,Toulouse Olympique,25,14,12,6,13,8,,,
2022,18.04.2022 12:30,Hull FC,Warrington,18,16,12,12,6,4,,,
2022,18.04.2022 10:00,Castleford,Leeds,16,14,8,6,8,8,,,
2022,18.04.2022 10:00,Huddersfield,St Helens,12,24,8,8,4,16,,,
2022,18.04.2022 10:00,Salford,Catalans Dragons,10,36,6,18,4,18,,,
2022,18.04.2022 10:00,Toulouse Olympique,Hull KR,24,28,12,0,12,28,,,
2022,18.04.2022 10:00,Wigan,Wakefield,54,10,24,4,30,6,,,
2022,15.04.2022 10:00,St Helens,Wigan,22,4,12,4,10,0,,,
