rk,team,str,ofs,dfs,sos
1,Tasman,0.44,0.13,-0.31,0.03
2,Wellington,0.40,0.31,-0.09,0.03
3,Auckland,0.37,0.15,-0.22,0.06
4,Waikato,0.34,0.20,-0.14,0.02
5,Hawke’s Bay,0.18,0.10,-0.07,-0.12
6,Taranaki,0.17,0.21,0.04,-0.06
7,Bay of Plenty,0.14,0.11,-0.03,-0.01
8,Bay Of Plenty,0.12,0.09,-0.03,-0.03
9,North Harbour,0.12,0.03,-0.09,0.03
10,Canterbury,0.08,0.04,-0.05,0.07
11,Otago,-0.30,-0.13,0.17,0.00
12,Manawatu,-0.40,-0.09,0.31,-0.04
13,Southland,-0.51,-0.51,-0.01,-0.04
14,Northland,-0.55,-0.27,0.28,0.02
15,Counties Manukau,-0.59,-0.31,0.28,0.05
