Match Number,Round Number,Date,Location,Home Team,Away Team,Result
54,7,10/04/2016 01:05,"Growthpoint KINGS PARK, Durban",Sharks,Lions,9 - 24
55,7,10/04/2016 03:10,"Nelson Mandela Bay Stadium, Port Elizabeth",Kings,Bulls,6 - 38
56,8,15/04/2016 17:35,"AMI Stadium, Christchurch",Crusaders,Jaguares,32 - 15
57,8,15/04/2016 19:40,"AAMI Park, Melbourne",Rebels,Hurricanes,13 - 38
58,8,16/04/2016 03:00,"Free State Stadium, Bloemfontein",Cheetahs,Sunwolves,92 - 17
59,8,16/04/2016 17:35,"Eden Park, Auckland",Blues,Sharks,23 - 18
60,8,16/04/2016 19:40,"Allianz Stadium, Sydney",Waratahs,Brumbies,20 - 26
61,8,17/04/2016 01:05,"Loftus Versfeld, Pretoria",Bulls,Reds,41 - 22
62,8,17/04/2016 03:10,"Emirates Airlines Park, Johannesburg",Lions,Stormers,29 - 22
63,9,22/04/2016 17:35,"Forsyth Barr Stadium, Dunedin",Highlanders,Sharks,14 - 15
64,9,22/04/2016 19:40,"AAMI Park, Melbourne",Rebels,Cheetahs,36 - 14
65,9,23/04/2016 15:15,"Prince Chichibu Memorial Stadium, Tokyo",Sunwolves,Jaguares,36 - 28
66,9,23/04/2016 17:35,"Westpac Stadium, Wellington",Hurricanes,Chiefs,27 - 28
67,9,23/04/2016 19:40,"nib Stadium, Perth",Force,Waratahs,13 - 49
68,9,23/04/2016 23:00,"DHL Newlands, Cape Town",Stormers,Reds,40 - 22
69,9,24/04/2016 01:05,"Nelson Mandela Bay Stadium, Port Elizabeth",Kings,Lions,10 - 45
70,9,24/04/2016 16:05,"GIO Stadium, Canberra",Brumbies,Crusaders,14 - 40
71,10,29/04/2016 17:35,"Yarrow Stadium, New Plymouth",Chiefs,Sharks,24 - 22
72,10,29/04/2016 21:05,"nib Stadium, Perth",Force,Bulls,20 - 42
73,10,30/04/2016 15:15,"Eden Park, Auckland",Blues,Rebels,36 - 30
74,10,30/04/2016 17:35,"Rugby Park, Invercargill",Highlanders,Brumbies,23 - 10
75,10,30/04/2016 19:40,"Suncorp Stadium, Brisbane",Reds,Cheetahs,30 - 17
76,10,01/05/2016 01:05,"Emirates Airlines Park, Johannesburg",Lions,Hurricanes,17 - 50
77,10,01/05/2016 03:10,"DHL Newlands, Cape Town",Stormers,Waratahs,30 - 32
78,10,01/05/2016 07:00,"V?lez Sarsfield, Buenos Aires",Jaguares,Kings,73 - 27
79,11,06/05/2016 17:35,"AMI Stadium, Christchurch",Crusaders,Reds,38 - 5
80,11,06/05/2016 19:40,"GIO Stadium, Canberra",Brumbies,Bulls,23 - 6
81,11,07/05/2016 15:15,"Prince Chichibu Memorial Stadium, Tokyo",Sunwolves,Force,22 - 40
82,11,07/05/2016 17:35,"FMG Stadium, Hamilton",Chiefs,Highlanders,13 - 26
83,11,07/05/2016 19:40,"Allianz Stadium, Sydney",Waratahs,Cheetahs,21 - 6
84,11,07/05/2016 23:00,"Growthpoint KINGS PARK, Durban",Sharks,Hurricanes,32 - 15
85,11,08/05/2016 01:05,"Nelson Mandela Bay Stadium, Port Elizabeth",Kings,Blues,18 - 34
86,12,13/05/2016 17:35,"Forsyth Barr Stadium, Dunedin",Highlanders,Crusaders,34 - 26
87,12,13/05/2016 19:40,"AAMI Park, Melbourne",Rebels,Brumbies,22 - 30
88,12,14/05/2016 17:35,"Westpac Stadium, Wellington",Hurricanes,Reds,29 - 14
89,12,14/05/2016 19:40,"Allianz Stadium, Sydney",Waratahs,Bulls,31 - 8
90,12,14/05/2016 21:45,"Singapore National Stadium, Singapore",Sunwolves,Stormers,17 - 17
91,12,15/05/2016 01:05,"Free State Stadium, Bloemfontein",Cheetahs,Kings,34 - 20
92,12,15/05/2016 03:10,"Emirates Airlines Park, Johannesburg",Lions,Blues,43 - 5
93,12,15/05/2016 07:00,"V?lez Sarsfield, Buenos Aires",Jaguares,Sharks,22 - 25
94,13,20/05/2016 17:35,"AMI Stadium, Christchurch",Crusaders,Waratahs,29 - 10
95,13,21/05/2016 15:05,"Suncorp Stadium, Brisbane",Reds,Sunwolves,35 - 25
96,13,21/05/2016 17:35,"FMG Stadium, Hamilton",Chiefs,Rebels,36 - 15
97,13,21/05/2016 19:40,"nib Stadium, Perth",Force,Blues,13 - 17
98,13,21/05/2016 23:00,"Emirates Airlines Park, Johannesburg",Lions,Jaguares,52 - 24
99,13,22/05/2016 01:05,"Growthpoint KINGS PARK, Durban",Sharks,Kings,53 - 0
100,13,22/05/2016 03:10,"Loftus Versfeld, Pretoria",Bulls,Stormers,17 - 13
101,14,27/05/2016 17:35,"Westpac Stadium, Wellington",Hurricanes,Highlanders,27 - 20
102,14,27/05/2016 19:40,"Allianz Stadium, Sydney",Waratahs,Chiefs,45 - 25
103,14,28/05/2016 03:00,"Nelson Mandela Bay Stadium, Port Elizabeth",Kings,Jaguares,29 - 22
104,14,28/05/2016 17:35,"Eden Park, Auckland",Blues,Crusaders,21 - 26
105,14,28/05/2016 19:40,"GIO Stadium, Canberra",Brumbies,Sunwolves,66 - 5
106,14,28/05/2016 23:00,"DHL Newlands, Cape Town",Stormers,Cheetahs,31 - 24
107,14,29/05/2016 01:05,"Loftus Versfeld, Pretoria",Bulls,Lions,20 - 56
108,14,29/05/2016 16:05,"AAMI Park, Melbourne",Rebels,Force,27 - 22
109,15,01/07/2016 17:35,"ANZ Stadium, Suva",Chiefs,Crusaders,23 - 13
110,15,01/07/2016 19:40,"GIO Stadium, Canberra",Brumbies,Reds,43 - 24
111,15,02/07/2016 15:15,"Prince Chichibu Memorial Stadium, Tokyo",Sunwolves,Waratahs,12 - 57
112,15,02/07/2016 17:35,"Westpac Stadium, Wellington",Hurricanes,Blues,37 - 27
113,15,02/07/2016 19:40,"AAMI Park, Melbourne",Rebels,Stormers,31 - 57
114,15,02/07/2016 23:00,"Free State Stadium, Bloemfontein",Cheetahs,Force,30 - 29
115,15,03/07/2016 01:05,"Emirates Airlines Park, Johannesburg",Lions,Sharks,37 - 10
116,15,03/07/2016 03:10,"Nelson Mandela Bay Stadium, Port Elizabeth",Kings,Highlanders,18 - 48
117,15,03/07/2016 07:00,"V?lez Sarsfield, Buenos Aires",Jaguares,Bulls,29 - 11
118,16,08/07/2016 17:35,"Eden Park, Auckland",Blues,Brumbies,40 - 15
119,16,08/07/2016 19:40,"Suncorp Stadium, Brisbane",Reds,Chiefs,5 - 50
120,16,09/07/2016 03:00,"Emirates Airlines Park, Johannesburg",Lions,Kings,57 - 21
121,16,09/07/2016 17:35,"AMI Stadium, Christchurch",Crusaders,Rebels,85 - 26
122,16,09/07/2016 19:40,"Allianz Stadium, Sydney",Waratahs,Hurricanes,17 - 28
123,16,09/07/2016 21:45,"nib Stadium, Perth",Force,Stormers,3 - 22
124,16,10/07/2016 01:05,"Loftus Versfeld, Pretoria",Bulls,Sunwolves,50 - 3
125,16,10/07/2016 03:10,"Growthpoint KINGS PARK, Durban",Sharks,Cheetahs,26 - 10
126,16,10/07/2016 07:00,"V?lez Sarsfield, Buenos Aires",Jaguares,Highlanders,8 - 34
127,17,15/07/2016 17:35,"Eden Park, Auckland",Blues,Waratahs,34 - 28
128,17,15/07/2016 19:40,"Suncorp Stadium, Brisbane",Reds,Rebels,28 - 31
129,17,16/07/2016 03:00,"Growthpoint KINGS PARK, Durban",Sharks,Sunwolves,40 - 29
130,17,16/07/2016 15:15,"AMI Stadium, Christchurch",Crusaders,Hurricanes,10 - 35
131,17,16/07/2016 17:35,"Forsyth Barr Stadium, Dunedin",Highlanders,Chiefs,25 - 15
132,17,16/07/2016 19:40,"GIO Stadium, Canberra",Brumbies,Force,24 - 10
133,17,17/07/2016 01:05,"DHL Newlands, Cape Town",Stormers,Kings,52 - 24
134,17,17/07/2016 03:10,"Free State Stadium, Bloemfontein",Cheetahs,Bulls,17 - 43
135,17,17/07/2016 07:00,"V?lez Sarsfield, Buenos Aires",Jaguares,Lions,34 - 22
