Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1,1,15/02/2019 17:35,FMG Stadium Waikato,Chiefs,Highlanders,27 - 30
2,1,15/02/2019 19:45,GIO Stadium,Brumbies,Rebels,27 - 34
3,1,16/02/2019 17:35,Eden Park,Blues,Crusaders,22 - 24
4,1,16/02/2019 19:45,Brookvale Oval,Waratahs,Hurricanes,19 - 20
5,1,16/02/2019 21:55,Singapore National Stadium,Sunwolves,Sharks,10 - 45
6,1,17/02/2019 02:15,Loftus Versfeld,Bulls,Stormers,40 - 3
7,1,17/02/2019 08:40,Estadio Jose Amalfitani,Jaguares,Lions,16 - 25
8,2,22/02/2019 17:35,Forsyth Barr Stadium,Highlanders,Reds,36 - 31
9,2,23/02/2019 15:15,Prince Chichibu Memorial Stadium,Sunwolves,Waratahs,30 - 31
10,2,23/02/2019 17:35,Christchurch Stadium,Crusaders,Hurricanes,38 - 22
11,2,23/02/2019 19:45,GIO Stadium,Brumbies,Chiefs,54 - 17
12,2,24/02/2019 00:05,Jonsson Kings Park,Sharks,Blues,26 - 7
13,2,24/02/2019 02:15,DHL Newlands,Stormers,Lions,19 - 17
14,2,24/02/2019 08:40,Estadio Jose Amalfitani,Jaguares,Bulls,27 - 12
15,3,01/03/2019 17:35,Central Energy Trust Arena,Hurricanes,Brumbies,43 - 13
16,3,01/03/2019 19:45,AAMI Park,Rebels,Highlanders,24 - 19
17,3,02/03/2019 17:35,FMG Stadium Waikato,Chiefs,Sunwolves,15 - 30
18,3,02/03/2019 19:45,Suncorp Stadium,Reds,Crusaders,12 - 22
19,3,03/03/2019 00:05,Emirates Airlines Park,Lions,Bulls,12 - 30
20,3,03/03/2019 02:15,Jonsson Kings Park,Sharks,Stormers,11 - 16
21,3,03/03/2019 08:40,Estadio Jose Amalfitani,Jaguares,Blues,23 - 19
22,4,08/03/2019 17:35,Westpac Stadium,Hurricanes,Highlanders,25 - 22
23,4,08/03/2019 19:45,AAMI Park,Rebels,Brumbies,29 - 26
24,4,09/03/2019 15:15,Christchurch Stadium,Crusaders,Chiefs,57 - 28
25,4,09/03/2019 17:35,QBE Stadium,Blues,Sunwolves,28 - 20
26,4,09/03/2019 19:45,Sydney Cricket Ground,Waratahs,Reds,28 - 17
27,4,10/03/2019 00:05,Emirates Airlines Park,Lions,Jaguares,47 - 39
28,4,10/03/2019 02:15,Loftus Versfeld,Bulls,Sharks,37 - 14
29,5,15/03/2019 17:35,FMG Stadium Waikato,Chiefs,Hurricanes,23 - 23
30,5,15/03/2019 19:45,GIO Stadium,Brumbies,Waratahs,19 - 13
31,5,16/03/2019 04:10,DHL Newlands,Stormers,Jaguares,35 - 8
32,5,16/03/2019 15:15,Prince Chichibu Memorial Stadium,Sunwolves,Reds,31 - 34
33,5,16/03/2019 17:35,Forsyth Barr Stadium,Highlanders,Crusaders,
34,5,17/03/2019 00:05,Emirates Airlines Park,Lions,Rebels,36 - 33
35,6,22/03/2019 17:35,Eden Park,Blues,Highlanders,33 - 26
36,6,23/03/2019 17:35,Westpac Stadium,Hurricanes,Stormers,34 - 28
37,6,23/03/2019 19:45,Sydney Cricket Ground,Waratahs,Crusaders,20 - 12
38,6,23/03/2019 21:55,Singapore National Stadium,Sunwolves,Lions,24 - 37
39,6,24/03/2019 00:05,Loftus Versfeld,Bulls,Chiefs,20 - 56
40,6,24/03/2019 02:15,Jonsson Kings Park,Sharks,Rebels,28 - 14
41,6,24/03/2019 16:05,Suncorp Stadium,Reds,Brumbies,36 - 14
42,7,29/03/2019 17:35,Westpac Stadium,Hurricanes,Crusaders,8 - 32
43,7,29/03/2019 19:45,McDonald Jones Stadium,Waratahs,Sunwolves,29 - 31
44,7,30/03/2019 17:35,Eden Park,Blues,Stormers,24 - 9
45,7,30/03/2019 19:45,Suncorp Stadium,Reds,Rebels,13 - 32
46,7,31/03/2019 00:05,Jonsson Kings Park,Sharks,Bulls,16 - 19
47,7,31/03/2019 08:40,Estadio Jose Amalfitani,Jaguares,Chiefs,27 - 30
48,8,05/04/2019 17:35,Forsyth Barr Stadium,Highlanders,Hurricanes,28 - 31
49,8,05/04/2019 20:00,Suncorp Stadium,Reds,Stormers,24 - 12
50,8,06/04/2019 04:10,Emirates Airlines Park,Lions,Sharks,5 - 42
51,8,06/04/2019 15:15,Christchurch Stadium,Crusaders,Brumbies,36 - 14
52,8,06/04/2019 17:35,Eden Park,Blues,Waratahs,32 - 29
53,8,06/04/2019 19:45,AAMI Park,Rebels,Sunwolves,42 - 15
54,8,07/04/2019 00:05,Loftus Versfeld,Bulls,Jaguares,20 - 22
55,9,12/04/2019 17:35,Christchurch Stadium,Crusaders,Highlanders,43 - 17
56,9,12/04/2019 19:45,AAMI Park,Rebels,Stormers,24 - 41
57,9,13/04/2019 17:35,FMG Stadium Waikato,Chiefs,Blues,33 - 29
58,9,13/04/2019 19:45,GIO Stadium,Brumbies,Lions,31 - 20
59,9,13/04/2019 23:05,Jonsson Kings Park,Sharks,Jaguares,17 - 51
60,9,14/04/2019 01:15,Loftus Versfeld,Bulls,Reds,32 - 17
61,10,19/04/2019 17:35,FMG Stadium Waikato,Chiefs,Lions,17 - 23
62,10,19/04/2019 20:00,Prince Chichibu Memorial Stadium,Sunwolves,Hurricanes,23 - 29
63,10,19/04/2019 23:05,Jonsson Kings Park,Sharks,Reds,14 - 21
64,10,20/04/2019 17:35,Forsyth Barr Stadium,Highlanders,Blues,24 - 12
65,10,20/04/2019 19:45,Sydney Cricket Ground,Waratahs,Rebels,23 - 20
66,10,20/04/2019 23:05,DHL Newlands,Stormers,Brumbies,17 - 19
67,11,26/04/2019 17:35,Christchurch Stadium,Crusaders,Lions,36 - 10
68,11,26/04/2019 20:00,Prince Chichibu Memorial Stadium,Sunwolves,Highlanders,0 - 52
69,11,27/04/2019 17:35,Westpac Stadium,Hurricanes,Chiefs,47 - 19
70,11,27/04/2019 19:45,Western Sydney Stadium,Waratahs,Sharks,15 - 23
71,11,27/04/2019 23:05,DHL Newlands,Stormers,Bulls,24 - 23
