Match Number,Round Number,Date,Location,Home Team,Away Team,Result
72,11,28/04/2019 07:40,Estadio Jose Amalfitani,Jaguares,Brumbies,20 - 15
73,12,03/05/2019 17:35,Christchurch Stadium,Crusaders,Sharks,21 - 21
74,12,03/05/2019 19:45,Suncorp Stadium,Reds,Sunwolves,32 - 26
75,12,04/05/2019 15:15,Westpac Stadium,Hurricanes,Rebels,29 - 19
76,12,04/05/2019 17:35,Forsyth Barr Stadium,Highlanders,Chiefs,31 - 31
77,12,04/05/2019 19:45,GIO Stadium,Brumbies,Blues,26 - 21
78,12,04/05/2019 23:05,Loftus Versfeld,Bulls,Waratahs,28 - 21
79,12,05/05/2019 05:40,Estadio Jose Amalfitani,Jaguares,Stormers,30 - 25
80,13,10/05/2019 17:35,Eden Park,Blues,Hurricanes,12 - 22
81,13,10/05/2019 19:45,AAMI Park,Rebels,Reds,30 - 24
82,13,11/05/2019 03:10,Loftus Versfeld,Bulls,Crusaders,13 - 45
83,13,11/05/2019 15:15,Forsyth Barr Stadium,Highlanders,Jaguares,32 - 27
84,13,11/05/2019 17:35,FMG Stadium Waikato,Chiefs,Sharks,29 - 23
85,13,11/05/2019 23:05,Emirates Airlines Park,Lions,Waratahs,29 - 28
86,13,12/05/2019 16:05,GIO Stadium,Brumbies,Sunwolves,33 - 0
87,14,17/05/2019 17:35,Westpac Stadium,Hurricanes,Jaguares,20 - 28
88,14,17/05/2019 19:45,AAMI Park,Rebels,Bulls,17 - 32
89,14,18/05/2019 17:35,Eden Park,Blues,Chiefs,23 - 8
90,14,18/05/2019 19:45,Suncorp Stadium,Reds,Waratahs,32 - 40
91,14,18/05/2019 23:05,Emirates Airlines Park,Lions,Highlanders,38 - 29
92,14,19/05/2019 01:15,DHL Newlands,Stormers,Crusaders,19 - 19
93,15,24/05/2019 17:35,FMG Stadium Waikato,Chiefs,Reds,19 - 13
94,15,24/05/2019 19:45,GIO Stadium,Brumbies,Bulls,22 - 10
95,15,25/05/2019 15:15,Prince Chichibu Memorial Stadium,Sunwolves,Rebels,7 - 52
96,15,25/05/2019 17:35,Christchurch Stadium,Crusaders,Blues,19 - 11
97,15,25/05/2019 19:45,Western Sydney Stadium,Waratahs,Jaguares,15 - 23
98,15,25/05/2019 23:05,DHL Newlands,Stormers,Highlanders,34 - 22
99,15,26/05/2019 01:15,Jonsson Kings Park,Sharks,Lions,27 - 17
100,16,31/05/2019 17:35,Eden Park,Blues,Bulls,22 - 22
101,16,31/05/2019 19:45,AAMI Park,Rebels,Waratahs,15 - 20
102,16,01/06/2019 15:15,Prince Chichibu Memorial Stadium,Sunwolves,Brumbies,19 - 42
103,16,01/06/2019 17:35,"ANZ National Stadium, Suva",Chiefs,Crusaders,40 - 27
104,16,01/06/2019 19:45,Suncorp Stadium,Reds,Jaguares,23 - 34
105,16,01/06/2019 23:05,Jonsson Kings Park,Sharks,Hurricanes,17 - 30
106,16,02/06/2019 01:15,Emirates Airlines Park,Lions,Stormers,41 - 22
107,17,07/06/2019 17:35,Forsyth Barr Stadium,Highlanders,Bulls,24 - 24
108,17,07/06/2019 19:45,Suncorp Stadium,Reds,Blues,29 - 28
109,17,08/06/2019 17:35,Christchurch Stadium,Crusaders,Rebels,66 - 0
110,17,08/06/2019 19:45,Western Sydney Stadium,Waratahs,Brumbies,24 - 35
111,17,08/06/2019 23:05,Emirates Airlines Park,Lions,Hurricanes,17 - 37
112,17,09/06/2019 01:15,DHL Newlands,Stormers,Sunwolves,31 - 18
113,17,09/06/2019 05:40,Estadio Jose Amalfitani,Jaguares,Sharks,34 - 7
114,18,14/06/2019 17:35,Rugby Park,Highlanders,Waratahs,49 - 12
115,18,14/06/2019 19:45,AAMI Park,Rebels,Chiefs,8 - 59
116,18,15/06/2019 08:10,Estadio Jose Amalfitani,Jaguares,Sunwolves,52 - 10
117,18,15/06/2019 17:35,Westpac Stadium,Hurricanes,Blues,29 - 24
118,18,15/06/2019 19:45,GIO Stadium,Brumbies,Reds,40 - 27
119,18,15/06/2019 23:05,DHL Newlands,Stormers,Sharks,9 - 12
120,18,16/06/2019 01:15,Loftus Versfeld,Bulls,Lions,48 - 27
121,Quarter Finals,21/06/2019 17:35,Rugby Park,Crusaders,Highlanders,38 - 14
122,Quarter Finals,22/06/2019 08:05,Estadio Jose Amalfitani,Jaguares,Chiefs,21 - 16
123,Quarter Finals,22/06/2019 17:35,Wellington Regional Stadium,Hurricanes,Bulls,35 - 28
124,Quarter Finals,22/06/2019 20:05,GIO Stadium,Brumbies,Sharks,38 - 13
125,Semi Finals,29/06/2019 09:05,Estadio Jose Amalfitani,Jaguares,Brumbies,39 - 7
126,Semi Finals,29/06/2019 17:35,Rugby Park,Crusaders,Hurricanes,30 - 26
127,Grand Final,06/07/2019 17:35,Rugby Park,Crusaders,Jaguares,19 - 3
