Match Number,Round Number,Date,Location,Home Team,Away Team,Result
2,1,18/02/2022 08:45,CommBank Stadium,NSW Waratahs,Fijian Drua,40 - 10
3,1,19/02/2022 03:35,Wakatipu Rugby Club,Chiefs,Highlanders,26 - 16
4,1,19/02/2022 06:05,Forsyth Barr Stadium,Crusaders,Hurricanes,42 - 32
5,1,19/02/2022 08:45,Suncorp Stadium,Queensland Reds,Rebels,23 - 5
6,1,20/02/2022 03:00,GIO Stadium,Brumbies,Western Force,29 - 23
10,2,25/02/2022 06:05,Forsyth Barr Stadium,Highlanders,Crusaders,19 - 34
8,2,25/02/2022 08:45,Leichhardt Oval,NSW Waratahs,Queensland Reds,16 - 20
9,2,26/02/2022 03:35,GIO Stadium,Brumbies,Fijian Drua,42 - 3
12,2,26/02/2022 06:05,Forsyth Barr Stadium,Blues,Hurricanes,32 - 33
11,2,26/02/2022 08:45,AAMI Park,Rebels,Western Force,3 - 28
13,3,04/03/2022 06:05,Forsyth Barr Stadium,Moana Pasifika,Crusaders,12 - 33
14,3,04/03/2022 08:45,Sunshine Coast Stadium,Fijian Drua,Rebels,31 - 26
15,3,04/03/2022 11:00,HBF Park,Western Force,Queensland Reds,16 - 29
16,3,05/03/2022 03:35,Eden Park,Blues,Chiefs,24 - 22
17,3,05/03/2022 06:05,Sky Stadium,Hurricanes,Highlanders,21 - 14
18,3,05/03/2022 08:45,GIO Stadium,Brumbies,NSW Waratahs,27 - 20
19,4,11/03/2022 06:05,North Harbour Stadium,Blues,Highlanders,32 - 20
20,4,11/03/2022 08:45,AAMI Park,Rebels,Brumbies,17 - 36
23,4,12/03/2022 06:05,Orangetheory Stadium,Crusaders,Chiefs,21 - 24
24,4,12/03/2022 08:45,Suncorp Stadium,Queensland Reds,Fijian Drua,33 - 28
21,4,13/03/2022 03:00,Leichhardt Oval,NSW Waratahs,Western Force,22 - 17
26,5,18/03/2022 08:45,GIO Stadium,Brumbies,Queensland Reds,16 - 12
27,5,19/03/2022 03:35,Leichhardt Oval,Fijian Drua,Western Force,18 - 20
7,5,19/03/2022 06:05,Wakatipu Rugby Club,Moana Pasifika,Chiefs,12 - 59
29,5,19/03/2022 08:45,Sydney Cricket Ground,NSW Waratahs,Rebels,24 - 19
31,6,25/03/2022 06:05,Mt Smart Stadium,Moana Pasifika,Hurricanes,24 - 19
32,6,25/03/2022 08:45,AAMI Park,Rebels,Fijian Drua,42 - 27
36,6,25/03/2022 11:00,HBF Park,Western Force,Brumbies,38 - 39
33,6,26/03/2022 03:35,Forsyth Barr Stadium,Highlanders,Blues,25 - 32
34,6,26/03/2022 06:05,FMG Stadium Waikato,Chiefs,Crusaders,19 - 34
35,6,26/03/2022 08:45,Suncorp Stadium,Queensland Reds,NSW Waratahs,32 - 20
1,6,29/03/2022 06:05,Mt Smart Stadium,Moana Pasifika,Blues,19 - 32
37,7,01/04/2022 06:05,Orangetheory Stadium,Crusaders,Highlanders,17 - 14
38,7,01/04/2022 08:45,Cbus Super Stadium,Fijian Drua,NSW Waratahs,14 - 38
39,7,02/04/2022 06:05,Eden Park,Blues,Moana Pasifika,46 - 16
40,7,02/04/2022 08:45,Suncorp Stadium,Queensland Reds,Brumbies,21 - 7
28,7,03/04/2022 03:35,Sky Stadium,Hurricanes,Chiefs,29 - 30
25,8,08/04/2022 07:05,Forsyth Barr Stadium,Highlanders,Moana Pasifika,37 - 17
42,8,08/04/2022 09:45,HBF Park,Western Force,Rebels,21 - 22
41,8,09/04/2022 04:35,Sky Stadium,Hurricanes,Crusaders,21 - 24
43,8,09/04/2022 07:05,FMG Stadium Waikato,Chiefs,Blues,0 - 25
44,8,09/04/2022 09:45,Suncorp Stadium,Fijian Drua,Brumbies,12 - 33
22,8,12/04/2022 07:05,Sky Stadium,Hurricanes,Moana Pasifika,53 - 12
30,9,15/04/2022 07:05,Orangetheory Stadium,Crusaders,Blues,23 - 27
46,9,15/04/2022 09:45,AAMI Park,Rebels,Queensland Reds,32 - 36
45,9,16/04/2022 04:35,FMG Stadium Waikato,Chiefs,Moana Pasifika,45 - 12
47,9,16/04/2022 07:05,Forsyth Barr Stadium,Highlanders,Hurricanes,21 - 22
48,9,16/04/2022 09:45,HBF Park,Western Force,NSW Waratahs,24 - 41
49,10,22/04/2022 09:00,AAMI Park,Chiefs,NSW Waratahs,51 - 27
50,10,22/04/2022 10:30,AAMI Park,Moana Pasifika,Western Force,
51,10,23/04/2022 07:05,AAMI Park,Blues,Fijian Drua,35 - 18
52,10,23/04/2022 09:45,AAMI Park,Hurricanes,Queensland Reds,30 - 17
53,10,24/04/2022 04:00,AAMI Park,Highlanders,Brumbies,17 - 28
54,10,24/04/2022 06:30,AAMI Park,Crusaders,Rebels,42 - 17
55,11,29/04/2022 09:45,Suncorp Stadium,Queensland Reds,Chiefs,25 - 27
56,11,29/04/2022 12:00,HBF Park,Western Force,Blues,18 - 22
57,11,30/04/2022 04:35,ANZ National Stadium,Fijian Drua,Highlanders,24 - 27
58,11,30/04/2022 07:05,Leichhardt Oval,NSW Waratahs,Crusaders,24 - 21
59,11,30/04/2022 09:45,AAMI Park,Rebels,Moana Pasifika,26 - 22
60,11,01/05/2022 04:00,GIO Stadium,Brumbies,Hurricanes,42 - 25
61,12,06/05/2022 07:05,Eden Park,Blues,Rebels,71 - 28
62,12,06/05/2022 09:45,Suncorp Stadium,Queensland Reds,Highlanders,19 - 27
63,12,07/05/2022 04:35,Mt Smart Stadium,Moana Pasifika,NSW Waratahs,20 - 26
64,12,07/05/2022 07:05,FMG Stadium Waikato,Chiefs,Brumbies,28 - 38
65,12,07/05/2022 09:45,HBF Park,Western Force,Crusaders,15 - 53
66,12,08/05/2022 03:35,Sky Stadium,Hurricanes,Fijian Drua,67 - 5
67,13,13/05/2022 07:05,Forsyth Barr Stadium,Highlanders,Western Force,61 - 10
68,13,13/05/2022 09:45,GIO Stadium,Brumbies,Crusaders,26 - 37
69,13,14/05/2022 04:35,CommBank Stadium,Fijian Drua,Moana Pasifika,
70,13,14/05/2022 07:05,Eden Park,Blues,Queensland Reds,
71,13,14/05/2022 09:45,Leichhardt Oval,NSW Waratahs,Hurricanes,
72,13,15/05/2022 04:00,AAMI Park,Rebels,Chiefs,
73,14,20/05/2022 07:05,Orangetheory Stadium,Crusaders,Fijian Drua,
74,14,20/05/2022 09:45,Suncorp Stadium,Queensland Reds,Moana Pasifika,
75,14,21/05/2022 04:35,FMG Stadium Waikato,Chiefs,Western Force,
76,14,21/05/2022 07:05,Sky Stadium,Hurricanes,Rebels,
77,14,21/05/2022 09:45,GIO Stadium,Brumbies,Blues,
78,14,22/05/2022 03:35,Forsyth Barr Stadium,Highlanders,NSW Waratahs,
79,15,27/05/2022 07:05,Orangetheory Stadium,Crusaders,Queensland Reds,
80,15,27/05/2022 09:45,TBA,Fijian Drua,Chiefs,
81,15,28/05/2022 07:05,Mt Smart Stadium,Moana Pasifika,Brumbies,
82,15,28/05/2022 09:45,Leichhardt Oval,NSW Waratahs,Blues,
83,15,28/05/2022 12:00,HBF Park,Western Force,Hurricanes,
84,15,29/05/2022 04:00,AAMI Park,Rebels,Highlanders,
85,Quarter Finals,04/06/2022 00:00,TBA,To be announced,To be announced,
86,Quarter Finals,04/06/2022 00:00,TBA,To be announced,To be announced,
87,Quarter Finals,04/06/2022 00:00,TBA,To be announced,To be announced,
88,Quarter Finals,04/06/2022 00:00,TBA,To be announced,To be announced,
89,Semi Finals,11/06/2022 00:00,TBA,To be announced,To be announced,
90,Semi Finals,11/06/2022 00:00,TBA,To be announced,To be announced,
91,Final,18/06/2022 00:00,TBA,To be announced,To be announced,
