Match Number,Round Number,Date,Location,Home Team,Away Team,Result
47,9,20/04/2024 07:05,Eden Park,Blues,ACT Brumbies,46 - 7
48,9,20/04/2024 09:35,HBF Park,Western Force,Crusaders,37 - 15
49,10,26/04/2024 07:05,Apollo Projects Stadium,Crusaders,Melbourne Rebels,39 - 0
50,10,26/04/2024 09:35,Allianz Stadium,NSW Waratahs,Chiefs,22 - 38
51,10,27/04/2024 02:05,Churchill Park,Fijian Drua,Moana Pasifika,24 - 17
52,10,27/04/2024 04:35,GIO Stadium,ACT Brumbies,Hurricanes,27 - 19
53,10,27/04/2024 07:05,Forsyth Barr Stadium,Highlanders,Western Force,7 - 6
54,10,27/04/2024 09:35,Suncorp Stadium,Queensland Reds,Blues,34 - 41
55,11,03/05/2024 07:05,Sky Stadium,Hurricanes,NSW Waratahs,41 - 12
56,11,03/05/2024 09:35,AAMI Park,Melbourne Rebels,Blues,11 - 38
57,11,04/05/2024 02:05,Teufaiva Stadium,Moana Pasifika,Highlanders,17 - 28
58,11,04/05/2024 04:35,Apollo Projects Stadium,Crusaders,Queensland Reds,28 - 33
59,11,04/05/2024 07:05,FMG Stadium Waikato,Chiefs,Western Force,56 - 7
60,11,04/05/2024 09:35,GIO Stadium,ACT Brumbies,Fijian Drua,28 - 20
61,12,10/05/2024 07:05,Go Media Stadium,Moana Pasifika,Chiefs,7 - 43
62,12,10/05/2024 09:35,Suncorp Stadium,Queensland Reds,Melbourne Rebels,26 - 22
63,12,11/05/2024 04:35,Eden Park,Blues,Hurricanes,31 - 27
64,12,11/05/2024 07:05,Forsyth Barr Stadium,Highlanders,Crusaders,32 - 29
65,12,11/05/2024 09:35,Allianz Stadium,NSW Waratahs,ACT Brumbies,21 - 29
66,12,11/05/2024 11:55,HBF Park,Western Force,Fijian Drua,48 - 10
67,13,17/05/2024 07:05,Sky Stadium,Hurricanes,Moana Pasifika,32 - 24
68,13,17/05/2024 09:35,AAMI Park,Melbourne Rebels,Chiefs,23 - 26
69,13,18/05/2024 02:05,HFC Bank Stadium,Fijian Drua,Queensland Reds,28 - 19
70,13,18/05/2024 04:35,GIO Stadium,ACT Brumbies,Crusaders,31 - 24
71,13,18/05/2024 07:05,Eden Park,Blues,Highlanders,47 - 13
72,13,18/05/2024 09:35,HBF Park,Western Force,NSW Waratahs,27 - 7
73,14,24/05/2024 07:05,FMG Stadium Waikato,Chiefs,Hurricanes,17 - 20
74,14,24/05/2024 09:35,GIO Stadium,ACT Brumbies,Melbourne Rebels,53 - 17
75,14,25/05/2024 04:35,Go Media Stadium,Moana Pasifika,NSW Waratahs,27 - 12
76,14,25/05/2024 07:05,Apollo Projects Stadium,Crusaders,Blues,29 - 27
77,14,25/05/2024 09:35,Suncorp Stadium,Queensland Reds,Western Force,59 - 13
78,14,26/05/2024 02:05,Forsyth Barr Stadium,Highlanders,Fijian Drua,39 - 3
79,15,31/05/2024 07:05,Apollo Projects Stadium,Crusaders,Moana Pasifika,
80,15,31/05/2024 09:35,Allianz Stadium,NSW Waratahs,Queensland Reds,
81,15,01/06/2024 02:05,Churchill Park,Fijian Drua,Melbourne Rebels,
82,15,01/06/2024 04:35,Sky Stadium,Hurricanes,Highlanders,
83,15,01/06/2024 07:05,Eden Park,Blues,Chiefs,
84,15,01/06/2024 09:35,HBF Park,Western Force,ACT Brumbies,
