rk,team,str,ofs,dfs,sos
1,Leinster,0.53,0.30,-0.23,0.00
2,Exeter Chiefs,0.50,0.18,-0.32,-0.04
3,La Rochelle,0.47,0.15,-0.32,0.04
4,Stade Toulousain,0.39,0.21,-0.18,0.08
5,Munster,0.39,0.10,-0.29,0.02
6,Racing 92,0.36,0.22,-0.14,0.03
7,Bordeaux Begles,0.34,0.15,-0.19,0.05
8,Ulster,0.31,0.20,-0.12,-0.02
9,Clermont,0.30,0.28,-0.02,0.06
10,Bristol,0.28,0.10,-0.17,0.00
11,Bulls,0.27,0.12,-0.15,-0.09
12,Lyon,0.25,0.13,-0.12,0.05
13,Sale Sharks,0.21,0.04,-0.17,-0.04
14,RC Toulonnais,0.13,0.06,-0.08,0.05
15,Stade Francais Paris,0.11,0.10,-0.02,0.03
16,Harlequins,0.04,0.19,0.15,0.06
17,Connacht,0.04,0.06,0.03,0.03
18,Stormers,0.02,0.08,0.06,0.04
19,Northampton Saints,0.01,0.03,0.01,0.05
20,Leicester Tigers,0.01,0.02,0.01,-0.02
21,Ospreys,0.00,-0.08,-0.08,-0.09
22,Montpellier,-0.04,-0.07,-0.03,0.04
23,Cardiff Blues,-0.04,-0.15,-0.10,-0.08
24,Section Paloise,-0.05,0.07,0.13,0.03
25,Wasps,-0.06,0.01,0.07,-0.01
26,Sharks,-0.07,0.02,0.09,-0.02
27,Castres Olympique,-0.09,-0.02,0.07,0.05
28,Gloucester,-0.14,-0.04,0.10,0.07
29,Scarlets,-0.14,-0.13,0.01,-0.04
30,CA Brive,-0.15,-0.07,0.08,0.04
31,Glasgow Warriors,-0.15,-0.10,0.06,-0.02
32,London Irish,-0.17,-0.05,0.12,-0.06
33,Bath,-0.20,-0.02,0.18,-0.02
34,Lions,-0.21,-0.02,0.18,0.08
35,Newcastle Falcons,-0.21,-0.13,0.08,0.02
36,Benetton,-0.26,-0.13,0.13,-0.12
37,Aviron Bayonnais,-0.27,-0.08,0.19,0.05
38,Dragons,-0.30,-0.13,0.17,-0.01
39,Edinburgh,-0.31,-0.27,0.04,0.02
40,Worcester Warriors,-0.43,-0.24,0.18,0.04
41,Zebre,-0.61,-0.34,0.28,-0.05
42,Agen,-1.05,-0.57,0.48,0.11
