2025,04.05.2025 12:30,Castleford,Wakefield,8,32,,,,,,,
2025,04.05.2025 10:15,Wigan Warriors,Warrington,22,20,,,,,,,
2025,04.05.2025 08:00,Huddersfield,Hull FC,12,10,,,,,,,
2025,03.05.2025 14:30,St Helens,Leeds,4,17,,,,,,,
2025,03.05.2025 12:15,Hull KR,Salford,54,0,,,,,,,
2025,03.05.2025 10:00,Leigh,Catalans Dragons,26,24,,,,,,,
2025,27.04.2025 10:00,Hull FC,Wigan Warriors,12,36,,,,,,,
2025,26.04.2025 12:30,Catalans Dragons,Wakefield,24,20,,,,,,,
2025,26.04.2025 12:30,Salford,Leigh,6,28,,,,,,,
2025,26.04.2025 10:00,Huddersfield,Castleford,12,30,,,,,,,
2025,25.04.2025 15:00,Leeds,Hull KR,14,20,,,,,,,
2025,24.04.2025 15:00,Warrington,St Helens,32,18,,,,,,,
2025,19.04.2025 13:00,Catalans Dragons,Salford,38,10,,,,,,,
2025,19.04.2025 08:30,Leigh,Warrington,18,14,,,,,,,
2025,18.04.2025 12:30,Leeds,Huddersfield,28,6,,,,,,,
2025,18.04.2025 10:00,Wigan Warriors,St Helens,24,14,,,,,,,
2025,18.04.2025 07:30,Hull FC,Hull KR,14,28,,,,,,,
2025,17.04.2025 15:00,Wakefield,Castleford,13,12,,,,,,,
2025,13.04.2025 10:00,Huddersfield,Catalans Dragons,18,38,,,,,,,
2025,12.04.2025 15:00,Castleford,Leigh,6,20,,,,,,,
2025,12.04.2025 12:30,Warrington,Hull FC,16,28,,,,,,,
2025,11.04.2025 15:00,Hull KR,Wigan Warriors,12,28,,,,,,,
2025,11.04.2025 15:00,St Helens,Wakefield,26,14,,,,,,,
2025,10.04.2025 15:00,Salford,Leeds,0,28,,,,,,,
2025,30.03.2025 10:00,Huddersfield,Hull KR,4,50,,,,,,,
2025,30.03.2025 10:00,Wigan Warriors,Salford,54,0,,,,,,,
2025,29.03.2025 13:30,Catalans Dragons,St Helens,13,14,,,,,,,
2025,28.03.2025 16:00,Leigh,Wakefield,14,40,,,,,,,
2025,28.03.2025 16:00,Warrington,Leeds,16,14,,,,,,,
2025,27.03.2025 16:00,Castleford,Hull FC,14,24,,,,,,,
2025,23.03.2025 11:00,Hull KR,Leigh,30,0,,,,,,,
2025,22.03.2025 13:30,Leeds,Wigan Warriors,12,10,,,,,,,
2025,22.03.2025 11:00,Castleford,Catalans Dragons,4,26,,,,,,,
2025,21.03.2025 16:00,St Helens,Warrington,12,14,,,,,,,
2025,21.03.2025 16:00,Wakefield,Hull FC,12,16,,,,,,,
2025,20.03.2025 16:00,Salford,Huddersfield,23,10,,,,,,,
2025,09.03.2025 09:00,Warrington,Wakefield,16,30,,,,,,,
2025,09.03.2025 09:00,Wigan Warriors,Huddersfield,44,18,,,,,,,
2025,08.03.2025 12:30,Catalans Dragons,Leeds,11,0,,,,,,,
2025,07.03.2025 15:00,Castleford,Salford,22,14,,,,,,,
2025,07.03.2025 15:00,St Helens,Hull KR,10,20,,,,,,,
2025,02.03.2025 10:00,Leeds,Castleford,38,24,,,,,,,
2025,01.03.2025 16:30,Wigan Warriors,Warrington,48,24,,,,,,,
2025,01.03.2025 09:30,Wakefield,St Helens,6,26,,,,,,,
2025,28.02.2025 15:00,Huddersfield,Hull FC,10,11,,,,,,,
2025,28.02.2025 15:00,Leigh,Catalans Dragons,34,6,,,,,,,
2025,27.02.2025 15:00,Hull KR,Salford,42,0,,,,,,,
2025,23.02.2025 09:30,Leigh,Huddersfield,24,10,,,,,,,
2025,22.02.2025 15:00,Castleford,St Helens,6,46,,,,,,,
2025,22.02.2025 10:00,Salford,Leeds,6,32,,,,,,,
2025,21.02.2025 15:00,Hull FC,Wigan Warriors,4,46,,,,,,,
2025,21.02.2025 15:00,Warrington,Catalans Dragons,18,12,,,,,,,
2025,20.02.2025 15:00,Wakefield,Hull KR,12,14,,,,,,,
2025,16.02.2025 10:00,Huddersfield,Warrington,12,20,,,,,,,
2025,15.02.2025 12:30,St Helens,Salford,82,0,,,,,,,
2025,15.02.2025 10:00,Leeds,Wakefield,12,14,,,,,,,
2025,14.02.2025 15:00,Catalans Dragons,Hull FC,4,24,,,,,,,
