14 March 2020,2020,Fijian Latui,22,29,China Lions,"ANZ Stadium, Suva"
14 March 2020,2020,Manuma Samoa,27,52,South China Tigers,"HBF Park, Perth"
14 March 2020,2020,Western Force,51,14,Malaysia Valke,"HBF Park, Perth"
