2022,16.09.2022 03:05,Taranaki,Manawatu,,,,,,,,,
2022,16.09.2022 22:05,Counties Manukau,Canterbury,,,,,,,,,
2022,17.09.2022 00:35,Auckland,Tasman,,,,,,,,,
2022,17.09.2022 03:05,Hawke's Bay,Wellington,,,,,,,,,
2022,17.09.2022 22:05,Bay of Plenty,Southland,,,,,,,,,
2022,17.09.2022 22:05,Otago,Waikato,,,,,,,,,
2022,18.09.2022 00:35,Northland,North Harbour,,,,,,,,,
2022,21.09.2022 03:05,Taranaki,Counties Manukau,,,,,,,,,
2022,14.09.2022 03:05,Waikato,Southland,54,24,14,14,40,10,,,
2022,11.09.2022 00:35,Canterbury,Northland,46,17,14,10,32,7,,,
2022,10.09.2022 22:05,Tasman,Taranaki,38,27,21,6,17,21,,,
2022,10.09.2022 22:05,Wellington,Otago,32,26,26,14,6,12,,,
2022,10.09.2022 03:05,Counties Manukau,Manawatu,41,33,33,14,8,19,,,
2022,10.09.2022 00:35,North Harbour,Bay of Plenty,34,48,10,24,24,24,,,
2022,09.09.2022 22:05,Hawke's Bay,Southland,69,24,24,17,45,7,,,
2022,09.09.2022 03:05,Waikato,Auckland,30,15,17,10,13,5,,,
2022,07.09.2022 03:05,Tasman,Wellington,19,25,6,15,13,10,,,
2022,04.09.2022 00:35,North Harbour,Counties Manukau,37,12,22,7,15,5,,,
2022,03.09.2022 22:05,Canterbury,Hawke's Bay,32,28,5,13,27,15,,,
2022,03.09.2022 22:05,Otago,Bay of Plenty,27,33,13,10,14,23,,,
2022,03.09.2022 00:35,Southland,Wellington,28,41,13,21,15,20,,,
2022,02.09.2022 22:05,Northland,Auckland,23,22,8,12,15,10,,,
2022,02.09.2022 22:05,Taranaki,Waikato,6,21,6,7,0,14,,,
2022,02.09.2022 03:05,Manawatu,Tasman,26,36,12,24,14,12,,,
2022,31.08.2022 03:05,Canterbury,North Harbour,35,22,25,10,10,12,,,
2022,28.08.2022 00:35,Northland,Southland,32,19,27,7,5,12,,,
2022,27.08.2022 22:05,Bay of Plenty,Counties Manukau,13,18,8,9,5,9,,,
2022,27.08.2022 22:05,Wellington,Taranaki,31,25,17,6,14,19,,,
2022,27.08.2022 01:05,Auckland,Otago,35,17,21,0,14,17,,,
2022,26.08.2022 22:05,Hawke's Bay,North Harbour,25,23,12,15,13,8,,,
2022,26.08.2022 03:35,Waikato,Manawatu,53,6,15,6,38,0,,,
2022,26.08.2022 01:35,Tasman,Canterbury,20,52,8,24,12,28,,,
2022,21.08.2022 00:35,Manawatu,Hawke's Bay,17,43,17,19,0,24,,,
2022,20.08.2022 22:05,Auckland,Bay of Plenty,17,21,10,8,7,13,,,
2022,20.08.2022 22:05,Southland,Otago,32,37,15,24,17,13,,,
2022,20.08.2022 01:05,North Harbour,Tasman,35,27,23,17,12,10,,,
2022,19.08.2022 22:05,Taranaki,Canterbury,16,10,10,0,6,10,,,
2022,19.08.2022 22:05,Wellington,Northland,6,15,6,15,0,0,,,
2022,19.08.2022 03:05,Counties Manukau,Waikato,20,34,10,10,10,24,,,
2022,17.08.2022 03:05,Otago,Hawke's Bay,18,13,10,10,8,3,,,
2022,14.08.2022 00:35,North Harbour,Manawatu,64,14,29,7,35,7,,,
2022,13.08.2022 22:05,Bay of Plenty,Taranaki,46,6,17,6,29,0,,,
2022,13.08.2022 22:05,Southland,Auckland,23,24,6,14,17,10,,,
2022,13.08.2022 03:05,Canterbury,Wellington,43,10,15,10,28,0,,,
2022,13.08.2022 00:35,Northland,Waikato,10,16,10,6,0,10,,,
2022,12.08.2022 22:05,Otago,Tasman,25,19,11,8,14,11,,,
2022,12.08.2022 03:05,Hawke's Bay,Counties Manukau,33,32,28,6,5,26,,,
2022,10.08.2022 03:05,Manawatu,Auckland,18,45,11,24,7,21,,,
2022,07.08.2022 02:35,Tasman,Southland,27,20,27,10,0,10,,,
2022,07.08.2022 00:35,Wellington,Bay of Plenty,37,35,20,11,17,24,,,
2022,06.08.2022 22:05,Taranaki,Northland,11,13,8,0,3,13,,,
2022,06.08.2022 03:05,Auckland,North Harbour,36,26,15,21,21,5,,,
2022,06.08.2022 00:35,Waikato,Hawke's Bay,32,32,24,20,8,12,0,0,AET
2022,05.08.2022 22:05,Counties Manukau,Otago,23,22,10,7,13,15,,,
2022,05.08.2022 03:05,Manawatu,Canterbury,15,62,3,29,12,33,,,
