2023,17.12.2022 08:00,RC Toulonnais,Bath,,,,,,
2023,17.12.2022 10:15,Cheetahs,Scarlets,,,,,,
2023,17.12.2022 12:30,Aviron Bayonnais,Benetton,,,,,,
2023,17.12.2022 12:30,Dragons,Section Paloise,,,,,,
2023,17.12.2022 12:30,Newcastle Falcons,Cardiff Rugby,,,,,,
2023,18.12.2022 08:00,Bristol,Zebre,,,,,,
2023,16.12.2022 15:00,CA Brive,Connacht,24,31,3,21,21,10
2023,16.12.2022 15:00,Glasgow Warriors,USA Perpignan,26,18,14,5,12,13
2023,16.12.2022 12:30,Lions,Stade Francais Paris,30,12,20,5,10,7
2023,11.12.2022 10:15,Scarlets,Aviron Bayonnais,39,7,25,7,14,0
2023,10.12.2022 15:00,Zebre,RC Toulonnais,21,24,7,12,14,12
2023,10.12.2022 12:30,Cardiff Rugby,CA Brive,41,0,19,0,22,0
2023,10.12.2022 12:30,Connacht,Newcastle Falcons,22,8,14,8,8,0
2023,10.12.2022 08:00,Bath,Glasgow Warriors,19,22,12,19,7,3
2023,10.12.2022 08:00,Section Paloise,Cheetahs,16,21,9,3,7,18
2023,10.12.2022 05:45,Lions,Dragons,31,31,17,24,14,7
2023,09.12.2022 15:00,Stade Francais Paris,Benetton,24,14,3,9,21,5
2023,09.12.2022 15:00,USA Perpignan,Bristol,5,19,5,19,0,0
