2026,16.01.2026 15:00,Dragons,Newcastle Red Bulls,,,,,,
2026,17.01.2026 08:00,Black Lion,Zebre,,,,,,
2026,17.01.2026 08:00,Ulster,Stade Francais Paris,,,,,,
2026,17.01.2026 12:30,USA Perpignan,Lions,,,,,,
2026,17.01.2026 15:00,Connacht,Montauban,,,,,,
2026,17.01.2026 15:00,Ospreys,Montpellier,,,,,,
2026,18.01.2026 08:00,Exeter Chiefs,Cardiff Rugby,,,,,,
2026,18.01.2026 08:00,Lyon,Benetton,,,,,,
2026,18.01.2026 12:30,Racing 92,Cheetahs,,,,,,
2026,11.01.2026 08:00,Montpellier,Connacht,33,31,14,24,19,7
2026,11.01.2026 08:00,Zebre,Ospreys,23,19,13,0,10,19
2026,10.01.2026 12:30,Benetton,Dragons,74,21,34,7,40,14
2026,10.01.2026 10:15,Cardiff Rugby,Racing 92,32,13,12,13,20,0
2026,10.01.2026 10:15,Lions,Lyon,42,33,28,14,14,19
2026,10.01.2026 08:00,Montauban,Black Lion,28,31,7,17,21,14
2026,10.01.2026 08:00,Newcastle Red Bulls,USA Perpignan,26,19,14,12,12,7
2026,10.01.2026 08:00,Stade Francais Paris,Exeter Chiefs,27,25,0,17,27,8
2026,14.12.2025 10:15,Dragons,Lyon,23,21,6,7,17,14
2026,14.12.2025 08:00,Racing 92,Exeter Chiefs,31,31,12,28,19,3
2026,13.12.2025 15:00,Cardiff Rugby,Ulster,29,26,12,14,17,12
2026,13.12.2025 15:00,Connacht,Black Lion,52,0,38,0,14,0
2026,13.12.2025 12:30,Newcastle Red Bulls,Lions,14,10,7,10,7,0
2026,13.12.2025 10:15,Montauban,Ospreys,22,33,8,19,14,14
2026,13.12.2025 08:00,Benetton,USA Perpignan,44,31,24,20,20,11
2026,13.12.2025 08:00,Cheetahs,Stade Francais Paris,22,45,17,14,5,31
2026,12.12.2025 15:00,Montpellier,Zebre,31,7,10,7,21,0
2026,07.12.2025 12:30,Exeter Chiefs,Cheetahs,42,12,35,7,7,5
2026,07.12.2025 10:15,Ospreys,Connacht,24,21,5,21,19,0
2026,07.12.2025 08:00,USA Perpignan,Dragons,41,17,17,0,24,17
2026,06.12.2025 15:00,Zebre,Montauban,41,17,17,3,24,14
2026,06.12.2025 12:30,Lyon,Newcastle Red Bulls,14,23,7,13,7,10
2026,06.12.2025 10:15,Black Lion,Montpellier,13,24,13,0,0,24
2026,06.12.2025 08:00,Lions,Benetton,18,26,10,8,8,18
2026,06.12.2025 08:00,Stade Francais Paris,Cardiff Rugby,38,17,5,10,33,7
2026,05.12.2025 15:00,Ulster,Racing 92,61,7,14,7,47,0
