rk,team,str,ofs,dfs,sos
1,New Zealand U20,2.64,1.44,-1.20,1.19
2,Australia U20,2.10,1.23,-0.87,1.29
3,South Africa U20,1.96,1.05,-0.90,1.51
4,Argentina U20,1.95,1.05,-0.91,1.27
5,France U20,1.73,0.94,-0.79,1.25
6,Ireland U20,1.71,1.06,-0.66,1.19
7,England U20,1.24,0.69,-0.55,1.34
8,Italy U20,1.17,0.50,-0.67,1.12
9,Georgia U20,0.87,0.64,-0.23,1.08
10,Uruguay U20,0.85,0.20,-0.66,0.00
11,Wales U20,0.80,0.46,-0.34,1.29
12,Scotland U20,0.39,0.28,-0.11,1.37
13,Zimbabwe U20,0.06,-0.11,-0.18,-0.59
14,Samoa U20,0.06,-0.20,-0.26,0.92
15,Canada U20,0.00,0.35,0.35,0.01
16,Tonga U20,-0.16,-0.32,-0.16,0.32
17,Chile U20,-0.24,-0.04,0.20,-0.07
18,Fiji U20,-0.33,-0.44,-0.11,1.03
19,Namibia U20,-1.15,-0.76,0.38,-0.28
20,Kenya U20,-1.28,-0.58,0.69,-1.08
21,Tunisia U20,-1.31,-0.65,0.65,-1.40
22,Uganda U20,-2.35,-1.13,1.23,-1.94
23,Zambia U20,-2.49,-1.47,1.02,-2.14
24,Madagascar U20,-2.52,-1.37,1.16,-1.69
25,Cote D'Ivoire U20,-2.76,-1.42,1.35,-1.98
26,Senegal U20,-2.92,-1.35,1.57,-2.76
