rk,team,str,ofs,dfs,sos
1,Hull KR,0.84,0.31,-0.53,0.01
2,Wigan,0.80,0.33,-0.48,0.01
3,St Helens,0.49,0.20,-0.29,0.03
4,Warrington,0.43,0.26,-0.17,0.01
5,Leigh,0.16,-0.02,-0.18,0.10
6,Wakefield,0.12,-0.01,-0.13,0.11
7,Leeds,0.05,0.03,-0.02,0.03
8,Wigan Warriors,-0.03,-0.09,-0.06,0.05
9,Catalans Dragons,-0.08,-0.16,-0.07,0.08
10,Salford,-0.35,-0.10,0.25,0.08
11,Huddersfield,-0.40,-0.10,0.30,0.08
12,Castleford,-0.50,-0.09,0.40,0.10
13,Hull FC,-0.64,-0.17,0.47,0.12
14,London Broncos,-0.93,-0.33,0.61,0.08
