8099,,,,,,757382400000,757382400000,"Sat 1 Jan 1994, 00:00 GMT",,774,Trinidad & Tobago,TRI,700,Bermuda,BER,5,78,C,B,,,,,,,,"{""matchId"":8099,""time"":{""millis"":757382400000,""label"":""Sat 1 Jan 1994, 00:00 GMT""},""teams"":[{""id"":774,""name"":""Trinidad & Tobago"",""abbreviation"":""TRI""},{""id"":700,""name"":""Bermuda"",""abbreviation"":""BER""}],""scores"":[5,78],""status"":""C"",""outcome"":""B"",""events"":[]}"
2508,,5,Parc des Princes,Paris,France,758592000000,758592000000,"Sat 15 Jan 1994, 00:00 GMT",49000,42,France,FRA,36,Ireland,IRE,35,15,C,A,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":2508,""venue"":{""id"":5,""name"":""Parc des Princes"",""city"":""Paris"",""country"":""France""},""time"":{""millis"":758592000000,""label"":""Sat 15 Jan 1994, 00:00 GMT""},""attendance"":49000,""teams"":[{""id"":42,""name"":""France"",""abbreviation"":""FRA""},{""id"":36,""name"":""Ireland"",""abbreviation"":""IRE""}],""scores"":[35,15],""status"":""C"",""outcome"":""A"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
672,,2,Cardiff Arms Park,Cardiff,Wales,758644200000,758644200000,"Sat 15 Jan 1994, 14:30 GMT",,33,Wales,WAL,35,Scotland,SCO,29,6,C,A,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":672,""venue"":{""id"":2,""name"":""Cardiff Arms Park"",""city"":""Cardiff"",""country"":""Wales""},""time"":{""millis"":758644200000,""label"":""Sat 15 Jan 1994, 14:30 GMT""},""teams"":[{""id"":33,""name"":""Wales"",""abbreviation"":""WAL""},{""id"":35,""name"":""Scotland"",""abbreviation"":""SCO""}],""scores"":[29,6],""status"":""C"",""outcome"":""A"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
9938,,,,,,759888000000,759888000000,"Sun 30 Jan 1994, 00:00 GMT",,699,Belgium,BEL,745,Morocco,MAR,18,14,C,A,,,,,,,,"{""matchId"":9938,""time"":{""millis"":759888000000,""label"":""Sun 30 Jan 1994, 00:00 GMT""},""teams"":[{""id"":699,""name"":""Belgium"",""abbreviation"":""BEL""},{""id"":745,""name"":""Morocco"",""abbreviation"":""MAR""}],""scores"":[18,14],""status"":""C"",""outcome"":""A"",""events"":[]}"
673,,4,Lansdowne Road,Dublin,Ireland,760406400000,760406400000,"Sat 5 Feb 1994, 00:00 GMT",,36,Ireland,IRE,33,Wales,WAL,15,17,C,B,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":673,""venue"":{""id"":4,""name"":""Lansdowne Road"",""city"":""Dublin"",""country"":""Ireland""},""time"":{""millis"":760406400000,""label"":""Sat 5 Feb 1994, 00:00 GMT""},""teams"":[{""id"":36,""name"":""Ireland"",""abbreviation"":""IRE""},{""id"":33,""name"":""Wales"",""abbreviation"":""WAL""}],""scores"":[15,17],""status"":""C"",""outcome"":""B"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
1098,,7,Murrayfield,Edinburgh,Scotland,760458600000,760458600000,"Sat 5 Feb 1994, 14:30 GMT",,35,Scotland,SCO,34,England,ENG,14,15,C,B,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":1098,""venue"":{""id"":7,""name"":""Murrayfield"",""city"":""Edinburgh"",""country"":""Scotland""},""time"":{""millis"":760458600000,""label"":""Sat 5 Feb 1994, 14:30 GMT""},""teams"":[{""id"":35,""name"":""Scotland"",""abbreviation"":""SCO""},{""id"":34,""name"":""England"",""abbreviation"":""ENG""}],""scores"":[14,15],""status"":""C"",""outcome"":""B"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
4643,,1120,Estadio Manuel Martínez Valero,Elche,Spain,760492800000,760492800000,"Sun 6 Feb 1994, 00:00 GMT",,43,Spain,ESP,1257,Emerging England,,17,86,C,B,,,,,,,,"{""matchId"":4643,""venue"":{""id"":1120,""name"":""Estadio Manuel Martínez Valero"",""city"":""Elche"",""country"":""Spain""},""time"":{""millis"":760492800000,""label"":""Sun 6 Feb 1994, 00:00 GMT""},""teams"":[{""id"":43,""name"":""Spain"",""abbreviation"":""ESP""},{""id"":1257,""name"":""Emerging England""}],""scores"":[17,86],""status"":""C"",""outcome"":""B"",""events"":[]}"
13198,,,,,,761097600000,761097600000,"Sun 13 Feb 1994, 00:00 GMT",,2520,Wales,WAL,2517,England,ENG,10,11,C,B,,,,,,,,"{""matchId"":13198,""time"":{""millis"":761097600000,""label"":""Sun 13 Feb 1994, 00:00 GMT""},""teams"":[{""id"":2520,""name"":""Wales"",""abbreviation"":""WAL""},{""id"":2517,""name"":""England"",""abbreviation"":""ENG""}],""scores"":[10,11],""status"":""C"",""outcome"":""B"",""events"":[]}"
13199,,,,,,761097600000,761097600000,"Sun 13 Feb 1994, 00:00 GMT",,2518,Ireland,IRE,2522,Scotland,SCO,0,5,C,B,,,,,,,,"{""matchId"":13199,""time"":{""millis"":761097600000,""label"":""Sun 13 Feb 1994, 00:00 GMT""},""teams"":[{""id"":2518,""name"":""Ireland"",""abbreviation"":""IRE""},{""id"":2522,""name"":""Scotland"",""abbreviation"":""SCO""}],""scores"":[0,5],""status"":""C"",""outcome"":""B"",""events"":[]}"
13200,,,,,,761529600000,761529600000,"Fri 18 Feb 1994, 00:00 GMT",,2517,England,ENG,2519,France,FRA,32,8,C,A,,,,,,,,"{""matchId"":13200,""time"":{""millis"":761529600000,""label"":""Fri 18 Feb 1994, 00:00 GMT""},""teams"":[{""id"":2517,""name"":""England"",""abbreviation"":""ENG""},{""id"":2519,""name"":""France"",""abbreviation"":""FRA""}],""scores"":[32,8],""status"":""C"",""outcome"":""A"",""events"":[]}"
1099,,3,Twickenham,London,England,761616000000,761616000000,"Sat 19 Feb 1994, 00:00 GMT",,34,England,ENG,36,Ireland,IRE,12,13,C,B,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":1099,""venue"":{""id"":3,""name"":""Twickenham"",""city"":""London"",""country"":""England""},""time"":{""millis"":761616000000,""label"":""Sat 19 Feb 1994, 00:00 GMT""},""teams"":[{""id"":34,""name"":""England"",""abbreviation"":""ENG""},{""id"":36,""name"":""Ireland"",""abbreviation"":""IRE""}],""scores"":[12,13],""status"":""C"",""outcome"":""B"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
674,,2,Cardiff Arms Park,Cardiff,Wales,761668200000,761668200000,"Sat 19 Feb 1994, 14:30 GMT",52000,33,Wales,WAL,42,France,FRA,24,15,C,A,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":674,""venue"":{""id"":2,""name"":""Cardiff Arms Park"",""city"":""Cardiff"",""country"":""Wales""},""time"":{""millis"":761668200000,""label"":""Sat 19 Feb 1994, 14:30 GMT""},""attendance"":52000,""teams"":[{""id"":33,""name"":""Wales"",""abbreviation"":""WAL""},{""id"":42,""name"":""France"",""abbreviation"":""FRA""}],""scores"":[24,15],""status"":""C"",""outcome"":""A"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
2509,,5,Parc des Princes,Paris,France,762825600000,762825600000,"Sat 5 Mar 1994, 00:00 GMT",48717,42,France,FRA,34,England,ENG,14,18,C,B,153,1994 Five Nations,mru,757382400000,1994-01-01,788918399000,1994-12-31,"{""matchId"":2509,""venue"":{""id"":5,""name"":""Parc des Princes"",""city"":""Paris"",""country"":""France""},""time"":{""millis"":762825600000,""label"":""Sat 5 Mar 1994, 00:00 GMT""},""attendance"":48717,""teams"":[{""id"":42,""name"":""France"",""abbreviation"":""FRA""},{""id"":34,""name"":""England"",""abbreviation"":""ENG""}],""scores"":[14,18],""status"":""C"",""outcome"":""B"",""events"":[{""id"":153,""label"":""1994 Five Nations"",""sport"":""mru"",""start"":{""millis"":757382400000,""label"":""1994-01-01""},""end"":{""millis"":788918399000,""label"":""1994-12-31""}}]}"
