15002,Match 1,,,,,947242800000,947242800000,"Fri 7 Jan 2000, 11:00 GMT",,3919,Uruguay 7s,URU,3908,Peru 7s,PER,36,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15002,""description"":""Match 1"",""eventPhase"":""Pool"",""time"":{""millis"":947242800000,""label"":""Fri 7 Jan 2000, 11:00 GMT""},""teams"":[{""id"":3919,""name"":""Uruguay 7s"",""abbreviation"":""URU""},{""id"":3908,""name"":""Peru 7s"",""abbreviation"":""PER""}],""scores"":[36,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15003,Match 2,,,,,947244000000,947244000000,"Fri 7 Jan 2000, 11:20 GMT",,2416,New Zealand 7s,NZL,3913,Spain 7s,ESP,50,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15003,""description"":""Match 2"",""eventPhase"":""Pool"",""time"":{""millis"":947244000000,""label"":""Fri 7 Jan 2000, 11:20 GMT""},""teams"":[{""id"":2416,""name"":""New Zealand 7s"",""abbreviation"":""NZL""},{""id"":3913,""name"":""Spain 7s"",""abbreviation"":""ESP""}],""scores"":[50,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15004,Match 3,,,,,947245200000,947245200000,"Fri 7 Jan 2000, 11:40 GMT",,2416,New Zealand 7s,NZL,3908,Peru 7s,PER,63,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15004,""description"":""Match 3"",""eventPhase"":""Pool"",""time"":{""millis"":947245200000,""label"":""Fri 7 Jan 2000, 11:40 GMT""},""teams"":[{""id"":2416,""name"":""New Zealand 7s"",""abbreviation"":""NZL""},{""id"":3908,""name"":""Peru 7s"",""abbreviation"":""PER""}],""scores"":[63,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15005,Match 4,,,,,947246400000,947246400000,"Fri 7 Jan 2000, 12:00 GMT",,3919,Uruguay 7s,URU,3913,Spain 7s,ESP,26,12,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15005,""description"":""Match 4"",""eventPhase"":""Pool"",""time"":{""millis"":947246400000,""label"":""Fri 7 Jan 2000, 12:00 GMT""},""teams"":[{""id"":3919,""name"":""Uruguay 7s"",""abbreviation"":""URU""},{""id"":3913,""name"":""Spain 7s"",""abbreviation"":""ESP""}],""scores"":[26,12],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15006,Match 5,,,,,947247600000,947247600000,"Fri 7 Jan 2000, 12:20 GMT",,2416,New Zealand 7s,NZL,3919,Uruguay 7s,URU,24,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15006,""description"":""Match 5"",""eventPhase"":""Pool"",""time"":{""millis"":947247600000,""label"":""Fri 7 Jan 2000, 12:20 GMT""},""teams"":[{""id"":2416,""name"":""New Zealand 7s"",""abbreviation"":""NZL""},{""id"":3919,""name"":""Uruguay 7s"",""abbreviation"":""URU""}],""scores"":[24,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15007,Match 6,,,,,947248800000,947248800000,"Fri 7 Jan 2000, 12:40 GMT",,3913,Spain 7s,ESP,3908,Peru 7s,PER,31,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15007,""description"":""Match 6"",""eventPhase"":""Pool"",""time"":{""millis"":947248800000,""label"":""Fri 7 Jan 2000, 12:40 GMT""},""teams"":[{""id"":3913,""name"":""Spain 7s"",""abbreviation"":""ESP""},{""id"":3908,""name"":""Peru 7s"",""abbreviation"":""PER""}],""scores"":[31,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15008,Match 7,,,,,947250000000,947250000000,"Fri 7 Jan 2000, 13:00 GMT",,2413,Fiji 7s,FIJ,2410,Canada 7s,CAN,42,12,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15008,""description"":""Match 7"",""eventPhase"":""Pool"",""time"":{""millis"":947250000000,""label"":""Fri 7 Jan 2000, 13:00 GMT""},""teams"":[{""id"":2413,""name"":""Fiji 7s"",""abbreviation"":""FIJ""},{""id"":2410,""name"":""Canada 7s"",""abbreviation"":""CAN""}],""scores"":[42,12],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15009,Match 8,,,,,947251200000,947251200000,"Fri 7 Jan 2000, 13:20 GMT",,2414,France 7s,FRA,3907,Paraguay 7s,PAR,47,7,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15009,""description"":""Match 8"",""eventPhase"":""Pool"",""time"":{""millis"":947251200000,""label"":""Fri 7 Jan 2000, 13:20 GMT""},""teams"":[{""id"":2414,""name"":""France 7s"",""abbreviation"":""FRA""},{""id"":3907,""name"":""Paraguay 7s"",""abbreviation"":""PAR""}],""scores"":[47,7],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15010,Match 9,,,,,947252400000,947252400000,"Fri 7 Jan 2000, 13:40 GMT",,2413,Fiji 7s,FIJ,3907,Paraguay 7s,PAR,59,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15010,""description"":""Match 9"",""eventPhase"":""Pool"",""time"":{""millis"":947252400000,""label"":""Fri 7 Jan 2000, 13:40 GMT""},""teams"":[{""id"":2413,""name"":""Fiji 7s"",""abbreviation"":""FIJ""},{""id"":3907,""name"":""Paraguay 7s"",""abbreviation"":""PAR""}],""scores"":[59,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15011,Match 10,,,,,947253600000,947253600000,"Fri 7 Jan 2000, 14:00 GMT",,2410,Canada 7s,CAN,2414,France 7s,FRA,14,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15011,""description"":""Match 10"",""eventPhase"":""Pool"",""time"":{""millis"":947253600000,""label"":""Fri 7 Jan 2000, 14:00 GMT""},""teams"":[{""id"":2410,""name"":""Canada 7s"",""abbreviation"":""CAN""},{""id"":2414,""name"":""France 7s"",""abbreviation"":""FRA""}],""scores"":[14,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15012,Match 11,,,,,947254800000,947254800000,"Fri 7 Jan 2000, 14:20 GMT",,2413,Fiji 7s,FIJ,2414,France 7s,FRA,47,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15012,""description"":""Match 11"",""eventPhase"":""Pool"",""time"":{""millis"":947254800000,""label"":""Fri 7 Jan 2000, 14:20 GMT""},""teams"":[{""id"":2413,""name"":""Fiji 7s"",""abbreviation"":""FIJ""},{""id"":2414,""name"":""France 7s"",""abbreviation"":""FRA""}],""scores"":[47,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15013,Match 12,,,,,947256000000,947256000000,"Fri 7 Jan 2000, 14:40 GMT",,2410,Canada 7s,CAN,3907,Paraguay 7s,PAR,35,0,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15013,""description"":""Match 12"",""eventPhase"":""Pool"",""time"":{""millis"":947256000000,""label"":""Fri 7 Jan 2000, 14:40 GMT""},""teams"":[{""id"":2410,""name"":""Canada 7s"",""abbreviation"":""CAN""},{""id"":3907,""name"":""Paraguay 7s"",""abbreviation"":""PAR""}],""scores"":[35,0],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15014,Match 13,,,,,947257200000,947257200000,"Fri 7 Jan 2000, 15:00 GMT",,2409,Australia 7s,AUS,3887,Chile 7s,CHI,26,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15014,""description"":""Match 13"",""eventPhase"":""Pool"",""time"":{""millis"":947257200000,""label"":""Fri 7 Jan 2000, 15:00 GMT""},""teams"":[{""id"":2409,""name"":""Australia 7s"",""abbreviation"":""AUS""},{""id"":3887,""name"":""Chile 7s"",""abbreviation"":""CHI""}],""scores"":[26,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15015,Match 14,,,,,947258400000,947258400000,"Fri 7 Jan 2000, 15:20 GMT",,2420,South Africa 7s,RSA,3893,Germany 7s,GER,56,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15015,""description"":""Match 14"",""eventPhase"":""Pool"",""time"":{""millis"":947258400000,""label"":""Fri 7 Jan 2000, 15:20 GMT""},""teams"":[{""id"":2420,""name"":""South Africa 7s"",""abbreviation"":""RSA""},{""id"":3893,""name"":""Germany 7s"",""abbreviation"":""GER""}],""scores"":[56,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15016,Match 15,,,,,947259600000,947259600000,"Fri 7 Jan 2000, 15:40 GMT",,2420,South Africa 7s,RSA,2409,Australia 7s,AUS,21,19,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15016,""description"":""Match 15"",""eventPhase"":""Pool"",""time"":{""millis"":947259600000,""label"":""Fri 7 Jan 2000, 15:40 GMT""},""teams"":[{""id"":2420,""name"":""South Africa 7s"",""abbreviation"":""RSA""},{""id"":2409,""name"":""Australia 7s"",""abbreviation"":""AUS""}],""scores"":[21,19],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15017,Match 16,,,,,947260800000,947260800000,"Fri 7 Jan 2000, 16:00 GMT",,3887,Chile 7s,CHI,3893,Germany 7s,GER,26,7,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15017,""description"":""Match 16"",""eventPhase"":""Pool"",""time"":{""millis"":947260800000,""label"":""Fri 7 Jan 2000, 16:00 GMT""},""teams"":[{""id"":3887,""name"":""Chile 7s"",""abbreviation"":""CHI""},{""id"":3893,""name"":""Germany 7s"",""abbreviation"":""GER""}],""scores"":[26,7],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15018,Match 17,,,,,947262000000,947262000000,"Fri 7 Jan 2000, 16:20 GMT",,2409,Australia 7s,AUS,3893,Germany 7s,GER,47,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15018,""description"":""Match 17"",""eventPhase"":""Pool"",""time"":{""millis"":947262000000,""label"":""Fri 7 Jan 2000, 16:20 GMT""},""teams"":[{""id"":2409,""name"":""Australia 7s"",""abbreviation"":""AUS""},{""id"":3893,""name"":""Germany 7s"",""abbreviation"":""GER""}],""scores"":[47,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15019,Match 18,,,,,947263200000,947263200000,"Fri 7 Jan 2000, 16:40 GMT",,3887,Chile 7s,CHI,2420,South Africa 7s,RSA,28,21,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15019,""description"":""Match 18"",""eventPhase"":""Pool"",""time"":{""millis"":947263200000,""label"":""Fri 7 Jan 2000, 16:40 GMT""},""teams"":[{""id"":3887,""name"":""Chile 7s"",""abbreviation"":""CHI""},{""id"":2420,""name"":""South Africa 7s"",""abbreviation"":""RSA""}],""scores"":[28,21],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
15020,Match 19,,,,,947264400000,947264400000,"Fri 7 Jan 2000, 17:00 GMT",,2408,Argentina 7s,ARG,3886,Brazil 7s,BRA,42,5,C,A,1388,1999/00 IRB Sevens World Series - Punta del Este,mrs,947203200000,2000-01-07,947375999000,2000-01-08,"{""matchId"":15020,""description"":""Match 19"",""eventPhase"":""Pool"",""time"":{""millis"":947264400000,""label"":""Fri 7 Jan 2000, 17:00 GMT""},""teams"":[{""id"":2408,""name"":""Argentina 7s"",""abbreviation"":""ARG""},{""id"":3886,""name"":""Brazil 7s"",""abbreviation"":""BRA""}],""scores"":[42,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1388,""label"":""1999/00 IRB Sevens World Series - Punta del Este"",""sport"":""mrs"",""start"":{""millis"":947203200000,""label"":""2000-01-07""},""end"":{""millis"":947375999000,""label"":""2000-01-08""}}]}"
