4208,,,,,,979084800000,979084800000,"Wed 10 Jan 2001, 00:00 GMT",,699,Belgium,BEL,64,Netherlands,NED,8,0,C,A,,,,,,,,"{""matchId"":4208,""time"":{""millis"":979084800000,""label"":""Wed 10 Jan 2001, 00:00 GMT""},""teams"":[{""id"":699,""name"":""Belgium"",""abbreviation"":""BEL""},{""id"":64,""name"":""Netherlands"",""abbreviation"":""NED""}],""scores"":[8,0],""status"":""C"",""outcome"":""A"",""events"":[]}"
13376,,,,,,979516800000,979516800000,"Mon 15 Jan 2001, 00:00 GMT",,2520,Wales,WAL,2907,Netherlands,NED,72,5,C,A,,,,,,,,"{""matchId"":13376,""time"":{""millis"":979516800000,""label"":""Mon 15 Jan 2001, 00:00 GMT""},""teams"":[{""id"":2520,""name"":""Wales"",""abbreviation"":""WAL""},{""id"":2907,""name"":""Netherlands"",""abbreviation"":""NED""}],""scores"":[72,5],""status"":""C"",""outcome"":""A"",""events"":[]}"
3083,,639,"Rugby Pitch, Marsa Sports Complex",Marsa,Malta,979999200000,979999200000,"Sat 20 Jan 2001, 14:00 GMT",,1030,Malta,MLT,744,Monaco,MON,3,9,C,B,906,2003 Rugby World Cup Qualifying,mru,946684800000,2000-01-01,1072915199000,2003-12-31,"{""matchId"":3083,""eventPhase"":""Pool Europe Round 1 Pool A"",""venue"":{""id"":639,""name"":""Rugby Pitch, Marsa Sports Complex"",""city"":""Marsa"",""country"":""Malta""},""time"":{""millis"":979999200000,""label"":""Sat 20 Jan 2001, 14:00 GMT""},""teams"":[{""id"":1030,""name"":""Malta"",""abbreviation"":""MLT""},{""id"":744,""name"":""Monaco"",""abbreviation"":""MON""}],""scores"":[3,9],""status"":""C"",""outcome"":""B"",""events"":[{""id"":906,""label"":""2003 Rugby World Cup Qualifying"",""sport"":""mru"",""start"":{""millis"":946684800000,""label"":""2000-01-01""},""end"":{""millis"":1072915199000,""label"":""2003-12-31""}},{""id"":351,""label"":""2001 European Nations Bowl"",""sport"":""mru"",""start"":{""millis"":978307200000,""label"":""2001-01-01""},""end"":{""millis"":1041379199000,""label"":""2002-12-31""}}]}"
4209,,,,,,980467200000,980467200000,"Fri 26 Jan 2001, 00:00 GMT",,693,Arabian Gulf,AER,725,Hong Kong,HKG,55,22,C,A,,,,,,,,"{""matchId"":4209,""time"":{""millis"":980467200000,""label"":""Fri 26 Jan 2001, 00:00 GMT""},""teams"":[{""id"":693,""name"":""Arabian Gulf"",""abbreviation"":""AER""},{""id"":725,""name"":""Hong Kong"",""abbreviation"":""HKG""}],""scores"":[55,22],""status"":""C"",""outcome"":""A"",""events"":[]}"
21270,Match 1,,,,,980517600000,980517600000,"Fri 26 Jan 2001, 14:00 GMT",,3921,Wales 7s,WAL,3910,Portugal 7s,POR,19,19,C,D,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21270,""description"":""Match 1"",""eventPhase"":""Pool"",""time"":{""millis"":980517600000,""label"":""Fri 26 Jan 2001, 14:00 GMT""},""teams"":[{""id"":3921,""name"":""Wales 7s"",""abbreviation"":""WAL""},{""id"":3910,""name"":""Portugal 7s"",""abbreviation"":""POR""}],""scores"":[19,19],""status"":""C"",""outcome"":""D"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
21271,Match 2,,,,,980518800000,980518800000,"Fri 26 Jan 2001, 14:20 GMT",,2409,Australia 7s,AUS,3895,Hong Kong 7s,HKG,29,5,C,A,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21271,""description"":""Match 2"",""eventPhase"":""Pool"",""time"":{""millis"":980518800000,""label"":""Fri 26 Jan 2001, 14:20 GMT""},""teams"":[{""id"":2409,""name"":""Australia 7s"",""abbreviation"":""AUS""},{""id"":3895,""name"":""Hong Kong 7s"",""abbreviation"":""HKG""}],""scores"":[29,5],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
21272,Match 3,,,,,980520000000,980520000000,"Fri 26 Jan 2001, 14:40 GMT",,2418,Samoa 7s,SAM,2422,USA 7s,USA,49,19,C,A,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21272,""description"":""Match 3"",""eventPhase"":""Pool"",""time"":{""millis"":980520000000,""label"":""Fri 26 Jan 2001, 14:40 GMT""},""teams"":[{""id"":2418,""name"":""Samoa 7s"",""abbreviation"":""SAM""},{""id"":2422,""name"":""USA 7s"",""abbreviation"":""USA""}],""scores"":[49,19],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
21273,Match 4,,,,,980521200000,980521200000,"Fri 26 Jan 2001, 15:00 GMT",,3924,Zimbabwe 7s,ZIM,2423,Japan 7s,JPN,12,17,C,B,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21273,""description"":""Match 4"",""eventPhase"":""Pool"",""time"":{""millis"":980521200000,""label"":""Fri 26 Jan 2001, 15:00 GMT""},""teams"":[{""id"":3924,""name"":""Zimbabwe 7s"",""abbreviation"":""ZIM""},{""id"":2423,""name"":""Japan 7s"",""abbreviation"":""JPN""}],""scores"":[12,17],""status"":""C"",""outcome"":""B"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
21274,Match 5,,,,,980522400000,980522400000,"Fri 26 Jan 2001, 15:20 GMT",,2412,England 7s,ENG,3887,Chile 7s,CHI,21,7,C,A,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21274,""description"":""Match 5"",""eventPhase"":""Pool"",""time"":{""millis"":980522400000,""label"":""Fri 26 Jan 2001, 15:20 GMT""},""teams"":[{""id"":2412,""name"":""England 7s"",""abbreviation"":""ENG""},{""id"":3887,""name"":""Chile 7s"",""abbreviation"":""CHI""}],""scores"":[21,7],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
21275,Match 6,,,,,980523600000,980523600000,"Fri 26 Jan 2001, 15:40 GMT",,2416,New Zealand 7s,NZL,3913,Spain 7s,ESP,26,7,C,A,1399,2001 Rugby World Cup Sevens,mrs,980467200000,2001-01-26,980726399000,2001-01-28,"{""matchId"":21275,""description"":""Match 6"",""eventPhase"":""Pool"",""time"":{""millis"":980523600000,""label"":""Fri 26 Jan 2001, 15:40 GMT""},""teams"":[{""id"":2416,""name"":""New Zealand 7s"",""abbreviation"":""NZL""},{""id"":3913,""name"":""Spain 7s"",""abbreviation"":""ESP""}],""scores"":[26,7],""status"":""C"",""outcome"":""A"",""events"":[{""id"":1399,""label"":""2001 Rugby World Cup Sevens"",""sport"":""mrs"",""start"":{""millis"":980467200000,""label"":""2001-01-26""},""end"":{""millis"":980726399000,""label"":""2001-01-28""}}]}"
